C91227,A-3297674,Mar-15-24,9911.63,,EUR,CANCELLED,,,needs review,,Y24,76,needs review,,,,,
C32767,A-8772776,,4143.33,,GBP,,,,needs review,,0,16,needs review,,,,,
C13574,A-1426623,2024-03-27 00:00:00,"-7,862.11",not available,USD,,,junk,ملاحظة,,Y24,m3,ملاحظة,,,,,
,A-5166014,2024-03-23,24423.07,24423.07,GBP,In Review,,,,,Y24,m3,,x,,,,
C45460,A-4084927,32/13/2023,6473.11,6489.895644457779,GBP,In Review,,junk,,,,m3,,,,,,
C45666,A-5467325,,-1670.41,-1670.41,EUR,Open,x,,,,,m3,,,,,,x
C53988,A-1749511,05/03/2024,22503.87603253699,not available,USD,In Review,,,needs review,,Y24,m3,needs review,,,,,
C79198,A-6887750,2024-03-23,22298.59,22298.59,GBP,Open,,,,,,,,,,,,x
C43968,A-3523909,09 March 2024,not available,16409.94,EUR,In Review,,,ok,,,,ok,,,,,
C83133,A-9130852,15/03/2024,24748.92,24748.92,SAR,Pending,,,ok,,Y24,m3,ok,x,,,,
C26274,A-3459035,Mar-26-24,6213.23,(6213.23),USD,Pending,,,needs review,,Y24,m3,needs review,,,,,
C60450,A-2398274,2024-03-02 00:00:00,"10,869.79",10869.79,AED,In Review,,,,,Y24,m3,,,,,x,
C15561,A-1284394,14/03/2024,6599.427019472573,"6,612.83",USD,,,,!!!,,1,43,!!!,,,,,
C46512,A-9320457,,19815.67,19815.67,OMR,,,,ok,,Y24,m3,ok,x,x,,,
C60168,A-2099583,2024-03-26,15809.91860118174,15846.58,SAR,In Review,,,,junk,,53,,,,,,
C28671,A-8856965,04 March 2024,not available,16541.16,OMR,Closed,,,,,1,,,,,x,,x
C14746,A-7184684,,18110.3,18095.426408398787,EUR,Closed,,,ok,,Y24,m3,ok,,,,,
C77125,A-2788706,32/13/2023,14401.46,14401.46,OMR,Pending,,,,,Y24,58,,,,,,
C51052,A-3651016,03/03/2024,,29709.3,EUR,CANCELLED,,,!!!,,0,63,!!!,,,,,
,A-6242776,Mar-05-24,,26908.33,SAR,Pending,,,needs review,,Y24,m3,needs review,,,,,
C70538,A-8445915,,-3542.4,-3542.4,AED,Closed,,,ok,,Y24,,ok,,,x,,
,A-3322739,26/03/2024,,4642.83,SAR,Pending,,,!!!,,Y24,m3,!!!,,,,,
C22492,A-6886932,2024-03-28,-3469.7583797147386,-3402.436953755833,sar ,,,,ok,,Y24,,ok,x,,,,
C60389,A/26902,Mar-10-24,20282.78828274003,"20,273.82",USD,In Review,x,,ملاحظة,,0,84,ملاحظة,,,,,
C44243,A/80673,32/13/2023,not available,"16,666.27",eur ,,,,,,,34,,,,,,
C75268,A/77760,16/03/2024,4028.53,"4,074.20",USD,In Review,,,ok,,Y24,m3,ok,,,,,
C30105,A-1673328,0000-00-00,,"18,874.03",USD,Open,x,junk,!!!,,,m3,!!!,,,,,
C50795,A-1030206,15 March 2024,"2,043.26",2043.26,SAR,,,,ملاحظة,,Y24,,ملاحظة,,,,,
C29250,A-8819032,2024-03-14 00:00:00,22316.47,22316.47,EUR,,,,ملاحظة,,Y24,19,ملاحظة,,,,,
C92497,A-6006147,17 March 2024,-1336.17412916941,-1356.54,GBP,Open,x,,needs review,,0,98,needs review,,,,,
C64533,,2024-03-20,"21,586.18",21586.18,USD,,,,,,,58,,,x,x,,
C83787,A-3829237,11 March 2024,,19236.18,SAR,Open,,,needs review,junk,,,needs review,,,,,
C43463,A-2780595,2024-03-02,24463.21,(24463.21),EUR,,,junk,,,Y24,28,,,,,,
C73160,,22 March 2024,24259.59,24259.59,OMR,In Review,,,,,Y24,m3,,,,,,
C34254,A-3804915,32/13/2023,15330.9,15314.910709571795,GBP,In Review,,,ok,,,,ok,,,,,
C63187,A-7963830,2024-03-04,"16,908.05",,GBP,Open,,,ok,,,27,ok,,,,,
,A-4166968,2024-03-17 00:00:00,17288.47,17288.47,AED,Pending,,,ok,,Y24,,ok,,,x,,x
,A-9045421,Mar-15-24,29630.93,29630.93,USD,CANCELLED,,,ملاحظة,,Y24,28,ملاحظة,x,,,x,
C69219,A-1685076,21 March 2024,,23632.69,OMR,,,junk,ok,,1,,ok,,,,,
C26782,A-5421581,Mar-10-24,22204.56941204647,22188.0,OMR,Pending,,,ok,junk,Y24,15,ok,,,,,
C54227,A-6453445,Mar-18-24,8868.696058917745,"8,887.60",EUR,Open,,,needs review,,0,m3,needs review,,,,,
C86308,A/80430,2024-03-07,(8421.77),8452.95,GBP,,,,ok,,Y24,35,ok,,x,,x,x
C37180,A-1397553,2024-03-12 00:00:00,24999.69126380507,25012.083785626415,OMR,Open,,,ok,,Y24,64,ok,,,,x,
,,2024-03-20 00:00:00,(15037.51),,EUR,,,,,,,24,,,,,,
C17831,A-5777571,2024-03-27,5795.872383684812,,USD,In Review,,,ok,,1,m3,ok,,,,x,
C90619,A-8694169,2024-03-16,-7081.53,,OMR,CANCELLED,,,ok,,Y24,m3,ok,,,,x,
C77357,A-4504428,Mar-04-24,,not available,AED,,,,needs review,junk,Y24,,needs review,,,,,
,A-8330988,32/13/2023,24221.03,24221.03,OMR,CANCELLED,,junk,ok,,Y24,17,ok,x,,,,
C10950,A/83795,32/13/2023,2351.86,2311.2675425724083,OMR,,,,,,Y24,m3,,x,,,,
C18426,A-9081378,2024-03-23,(16297.77),"16,311.88",USD,,,,ok,,Y24,m3,ok,,,,,
C18251,A-2334949,18/03/2024,"22,838.07",22838.07,AED,CANCELLED,,,,,Y24,,,,,,,
C38560,A-8066937,2024-03-08,not available,6118.01,omr ,,,,,,0,,,,,,,
C46998,A-2285662,32/13/2023,not available,17449.34,USD,,,,needs review,,1,m3,needs review,,,,,x
C97300,A-5883334,02 March 2024,-1366.23,-1392.074977444056,SAR,Closed,,,ok,,Y24,,ok,,,,,
C12888,A-5491801,21 March 2024,23197.8,"23,197.80",EUR,Closed,,,ملاحظة,,Y24,,ملاحظة,,,,,
C81667,A-3953249,21/03/2024,25060.73,,GBP,,,,,,Y24,48,,,,,,
C16745,A-4868617,02 March 2024,21718.43,21724.54126243694,OMR,Pending,,,ok,,,m3,ok,,,,x,
,A-8618529,Mar-16-24,-6729.06,(6729.06),EUR,In Review,x,,ok,,Y24,,ok,x,,,x,
C16201,A-6685240,2024-03-14 00:00:00,15352.5,15352.5,GBP,Closed,,,,,,82,,,,x,x,
C36144,A-5135186,2024-03-04,(18466.12),(18466.12),SAR,Closed,,,!!!,,Y24,81,!!!,,,,,
,A-3986772,2024-03-15,,26163.9,SAR,CANCELLED,,,,,1,m3,,,,,,x
C80445,A-8111921,2024-03-05,3513.43,3558.300661871827,AED,Pending,,,ملاحظة,,0,m3,ملاحظة,,,,,x
C82794,A-2178602,2024-03-08,11979.87014717789,"11,988.42",EUR,In Review,,,,,0,,,,x,,,
C29806,A/99247,32/13/2023,not available,10888.19,eur ,Pending,,,needs review,,Y24,,needs review,,,,,
C78173,A-2575701,2024-03-05 00:00:00,4246.63,(4267.35),SAR,CANCELLED,,,needs review,,Y24,44,needs review,,,,x,
C55851,A-9387830,2024-03-08,,(2049.01),USD,,x,,!!!,,1,,!!!,,,,,
C25960,A-6014254,26/03/2024,(26760.12),26760.12,AED,,,,needs review,,0,27,needs review,x,,,,
C74586,A-3787704,13/03/2024,(10005.18),10005.18,OMR,Closed,,,,junk,,m3,,,,x,,
C87811,A-7409219,2024-03-15,8064.023656856977,8025.63,USD,CANCELLED,,,,,1,m3,,,,,x,
C62279,A-3103822,Mar-24-24,7485.08,7485.08,SAR,Pending,,,,,Y24,m3,,,,,,
C64972,A-7841319,32/13/2023,-2712.864769988819,-2718.472056357894,SAR,Closed,,junk,,,Y24,,,,,,x,
,A-1754195,2024-03-01 00:00:00,17012.75588561733,16979.56,SAR,CANCELLED,,,,,Y24,57,,x,,,,
C91255,A-5502883,Mar-06-24,(4692.37),4653.091311520016,aed ,In Review,x,junk,ok,,1,m3,ok,,x,,,
C67301,A-9863894,2024-03-08 00:00:00,17751.53,17751.53,USD,CANCELLED,,,!!!,,1,m3,!!!,,,,,
C71659,A-8597513,Mar-17-24,"-5,293.80",,OMR,CANCELLED,,,ok,,Y24,45,ok,,,,,
C75880,A-7792707,2024-03-03,3489.6886240301346,3444.223408790267,AED,,,junk,,,,m3,,,,,x,
C64298,A-7873183,Mar-15-24,26544.795477358057,26553.53,USD,Pending,,,ok,,Y24,m3,ok,,,x,,
C20786,A-5566212,2024-03-22,20625.8,,AED,In Review,,junk,ok,,Y24,m3,ok,,x,,,
C32414,A-4815067,32/13/2023,2116.499717160383,2132.82,OMR,Closed,,,!!!,,Y24,,!!!,,x,,,
C81954,A-6760480,2024-03-14,17012.22,17026.56978814456,OMR,,,junk,ملاحظة,,Y24,m3,ملاحظة,,,,,
C71699,A-5326660,2024-03-26,-5367.43,-5367.43,USD,Pending,,,ok,,Y24,m3,ok,,,,,
C52888,A-3372702,Mar-15-24,1976.83,"1,976.83",SAR,In Review,x,,!!!,,Y24,,!!!,,,,,
C85596,A-2973168,07 March 2024,,,OMR,Pending,,,needs review,,Y24,m3,needs review,x,x,,,
C78988,A-7028334,2024-03-03,27875.85,"27,875.85",GBP,CANCELLED,,junk,ملاحظة,,Y24,m3,ملاحظة,,x,,,
C64444,A-1025464,2024-03-16 00:00:00,"16,957.67",16957.67,OMR,CANCELLED,,,needs review,junk,1,m3,needs review,,,,,
C48039,A-9525390,Mar-05-24,16281.58,16281.58,AED,In Review,,junk,!!!,,,,!!!,,,,,
C99642,A-5767224,Mar-26-24,-1511.56,,USD,Open,,,ok,,Y24,,ok,,,,,
C43416,A-4882017,Mar-13-24,,12281,AED,In Review,,,,,Y24,,,,,,,
C37218,A-3044940,27/03/2024,-333.5721323601781,,sar ,,,,needs review,,Y24,77,needs review,,x,,x,
,A-2528016,,,1188.27,AED,,,,ok,junk,Y24,m3,ok,,x,,,x
C22475,A-4377568,2024-03-18 00:00:00,2535.86,2535.86,OMR,Open,x,,,,,m3,,,,,,x
C28967,,2024-03-19,8024.94,8024.94,GBP,CANCELLED,,,needs review,,Y24,22,needs review,,,x,x,
--- HEADER REPEATED BELOW (PAGINATION) ---,,,,,,,,,,,,,,,,,,
customer id,Acct,posting_date, amount (AED)   (v2),Gross Amount (v2),Currency,State,Unnamed: 0,,MEMO,,year_added_2024, new_col_202403 ,remarks,mystery_2024_03_63,mystery_2024_03_41,mystery_2024_03_47,mystery_2024_03_50,mystery_2024_03_98
C72751,,25/03/2024,9738.97,9738.97,EUR,Pending,,,,,,,,,,,,
C66104,A-3444403,Mar-07-24,"17,458.16",,USD,Closed,,,!!!,,Y24,71,!!!,,,x,,
C85399,A-1567158,32/13/2023,,10955.43,SAR,CANCELLED,x,,,,Y24,m3,,,,,,
C36676,A-8693749,14 March 2024,(18337.51),18317.967686897522,SAR,Open,,,ok,,Y24,,ok,,x,,,
C76662,A-2831903,27/03/2024,11947.52,11947.52,GBP,Open,,,ok,,,m3,ok,,,,,
C55233,A-8700214,13 March 2024,24220.22,24220.22,SAR,Closed,,,,,Y24,,,,x,,,x
C44362,,Mar-04-24,7514.19,(7514.19),EUR,In Review,,,,,Y24,m3,,,x,,,x
C47897,A-3160640,06/03/2024,-2097.55,"-2,097.55",USD,,,,ok,,1,,ok,,,,,
C87886,A-9305829,32/13/2023,"15,993.03",15998.1788432121,AED,Closed,,,ok,,Y24,m3,ok,,,,,
C70653,A-8567667,2024-03-27,17731.3,17766.99450346765,GBP,CANCELLED,,,,,Y24,,,x,,,,
C99359,A/42481,19/03/2024,19153.83,not available,AED,CANCELLED,,junk,ok,,,,ok,,,x,,
C16625,A-1218654,2024-03-24,(23658.55),23632.90109399642,EUR,,,junk,ملاحظة,,1,98,ملاحظة,,,,,
,A-3978415,2024-03-02,614.8966085601269,652.51,gbp ,In Review,,,,,1,m3,,,,,,
C16670,A-6572699,2024-03-27 00:00:00,9387.23,9345.756000880378,SAR,In Review,,junk,ok,,0,m3,ok,,,,,
C22700,A-3544739,16/03/2024,3612.77,3612.77,AED,,,,ok,,0,,ok,,x,,,
,A-8300738,2024-03-15,(19292.88),,GBP,Open,,,ok,,Y24,69,ok,x,,,,
C79271,A-3002682,2024-03-03,14431.74,,AED,Open,,,ok,,,m3,ok,,,,,
C94103,A-1486989,2024-03-09,4570.89,4570.89,sar ,Closed,,,ملاحظة,,Y24,,ملاحظة,,,x,x,
,A-2902242,17 March 2024,-1413.85,-1435.935186563978,GBP,Closed,x,,needs review,,,,needs review,,,,,
C92308,A-3589516,27/03/2024,,5802.12,GBP,,,,needs review,,,10,needs review,,,,,
C40454,A-2317017,Mar-14-24,29754.79,,EUR,,,,ok,,Y24,,ok,,,,,
C78047,A-3187836,2024-03-09,3431.72,"3,431.72",SAR,Closed,,,ملاحظة,,0,m3,ملاحظة,,,x,,
,A-3151190,2024-03-27,13715.62737481173,,OMR,Open,,junk,needs review,,Y24,m3,needs review,x,x,,,
C39402,A-2336388,2024-03-19,"19,523.83",19521.03,GBP,Pending,,,ok,,Y24,,ok,,,,,
C61141,A-5195129,Mar-08-24,269.05,269.05,GBP,Closed,,junk,ok,,Y24,m3,ok,,,,x,
C75598,,05 March 2024,"12,762.09",(12762.09),EUR,,,,,,,,,,,,x,
,A-4199155,03/03/2024,,"19,399.61",USD,Closed,,,needs review,,Y24,89,needs review,x,,,,
C60234,A-1758776,Mar-28-24,6854.163971310262,6867.95,GBP,CANCELLED,x,,ملاحظة,,,17,ملاحظة,,,,,
C28292,A-8348722,10 March 2024,"24,639.41",not available,USD,CANCELLED,,,needs review,,Y24,99,needs review,,,,,
C98971,A-5857521,2024-03-16,6789.2,6789.2,EUR,In Review,,,ok,junk,Y24,40,ok,,,,,
,A/22318,2024-03-03,"13,556.20",13556.2,USD,,,,ok,,Y24,,ok,,,,x,
C94237,A-7130933,08 March 2024,,(20485.76),GBP,,,,ملاحظة,,,13,ملاحظة,,,,,
C44203,A/61360,2024-03-27,5937.71,5937.71,OMR,,,,needs review,,,,needs review,,,,,
C86324,A-3059017,2024-03-07,-1218.0,"-1,178.91",GBP,,,,needs review,,,67,needs review,,,,,
C18773,A-6858510,Mar-06-24,"1,987.15","1,975.53",AED,Pending,,,ok,,Y24,m3,ok,,,,,
C66325,A-5516348,11/03/2024,not available,8262.122920294545,USD,,,,ملاحظة,,Y24,m3,ملاحظة,,,,,
C34388,A/68817,09 March 2024,9083.62,9083.62,USD,In Review,,,needs review,,Y24,,needs review,x,x,,,
C72784,A-7262577,Mar-08-24,8336.44,8336.44,OMR,Pending,,,!!!,junk,Y24,,!!!,,,,,
C67210,A/87386,08/03/2024,-6868.024914252011,"-6,812.00",EUR,Pending,,,,,Y24,m3,,,,,,
C31748,A-7190439,2024-03-07,-993.86,-975.57,USD,CANCELLED,,,needs review,,Y24,m3,needs review,,,,,x
C19260,A-9580441,21 March 2024,"2,751.61",not available,EUR,,,junk,needs review,,,,needs review,,,,,
C54479,A-8392229,2024-03-07 00:00:00,22759.0,not available,SAR,Closed,,,ok,junk,Y24,85,ok,,,,x,
C19589,A-9493811,19/03/2024,,"26,571.88",USD,CANCELLED,,,,,Y24,,,,,,,
C42384,A-8175050,2024-03-12,-1831.08,,USD,Pending,,,,,Y24,,,,,,,
C34939,A/31087,0000-00-00,-6127.757687066279,"-6,176.17",eur ,CANCELLED,,,needs review,,,m3,needs review,,,,,
C76390,A-7350580,2024-03-27 00:00:00,4285.820001025156,"4,268.66",OMR,Pending,,,,,Y24,m3,,,,,,
C64030,A-3138415,2024-03-12,13551.83,,USD,In Review,,,ok,,Y24,97,ok,,,,,
,A-4461666,,13114.35,13114.35,GBP,In Review,,,ok,,1,87,ok,x,,,x,
C99692,A-2722201,2024-03-26 00:00:00,,11951.95,GBP,Closed,,,needs review,,,53,needs review,,,,,
C90744,A-7781959,04/03/2024,-2124.99,,AED,Open,,,ok,,,,ok,x,x,x,,
C87408,A-5801041,2024-03-03,(25520.64),(25565.48),GBP,In Review,,,ملاحظة,,,,ملاحظة,,x,,,
C53803,A-8248255,,not available,-5680.52,USD,In Review,,junk,needs review,,,m3,needs review,,,,,
C21266,A-6980575,32/13/2023,8287.01,8287.01,OMR,Pending,,,ok,junk,Y24,,ok,,,,,
C81027,A-1916690,18 March 2024,"18,737.62",18737.62,GBP,Closed,,,ok,,Y24,66,ok,,,,,
C12512,A-6912830,08 March 2024,23006.89562706963,,aed ,,,,,,,20,,,,,,x
C21445,A-4322292,Mar-16-24,12450.96,12404.63430143884,AED,CANCELLED,,,ok,,Y24,m3,ok,,,,,
C14107,A-5417304,Mar-25-24,(26409.57),not available,AED,Closed,,,,,Y24,29,,,x,,,
C65421,A-9557670,03/03/2024,"12,286.45",12286.45,USD,In Review,,,needs review,,0,m3,needs review,,,,x,
C83901,A-5791122,01/03/2024,20208.14,20208.14,AED,Closed,,,ok,,0,m3,ok,,,,,
C36238,A-7087578,2024-03-16,19688.490967011763,,USD,Open,,,needs review,,Y24,m3,needs review,,,,,
C31858,A-5077424,04/03/2024,"6,722.53",6722.53,OMR,Pending,,,needs review,,Y24,,needs review,,,,x,
C38538,A-3782324,Mar-13-24,-872.11,-872.11,GBP,Closed,,,,,Y24,m3,,,,,,
,A-3073759,11/03/2024,13221.52,13221.52,OMR,,x,junk,ملاحظة,,0,m3,ملاحظة,,,x,,
C99184,A-7446307,2024-03-18,-7902.73,-7871.308468667261,USD,CANCELLED,,,ok,,Y24,94,ok,,,,,
C88611,A-3874513,22 March 2024,-2200.2019234564086,-2182.16,SAR,,,,needs review,,Y24,,needs review,,,,,
C99160,A-4886178,08 March 2024,14261.97,"14,261.97",SAR,Open,,,!!!,,Y24,m3,!!!,,,,,x
C87130,A-7893167,09 March 2024,-5787.57,not available,AED,Open,,,ملاحظة,,Y24,,ملاحظة,,x,,,
,A-4935815,32/13/2023,-771.01,-771.01,GBP,In Review,,,needs review,,Y24,25,needs review,,,,,
C62782,A-2942741,13 March 2024,18997.94862762959,19005.08,AED,Closed,,,!!!,,,m3,!!!,,,x,,
C66643,A-9518814,Mar-02-24,"9,884.76",9884.76,AED,,,,ملاحظة,,0,m3,ملاحظة,,,,,
C20452,A-7501562,32/13/2023,"-3,161.50",,OMR,,,,,,Y24,m3,,,x,x,,
,A-4156723,32/13/2023,(22393.64),(22352.34),AED,Closed,,,ok,,Y24,,ok,,,x,,x
C78327,A-6486581,2024-03-08,3595.16,3595.16,OMR,CANCELLED,,junk,,,,38,,,,,x,
C17751,A-8088838,2024-03-18,29534.078783419234,"29,548.94",EUR,In Review,,,ok,,Y24,,ok,,,,,
C37082,,32/13/2023,,,sar ,Pending,,,needs review,,1,m3,needs review,,,,,
,,2024-03-23,"-1,851.72",-1851.72,AED,Closed,,,,,,m3,,,x,,x,
,A-9215775,Mar-13-24,18713.25515097134,18667.04,AED,,,,ok,,Y24,m3,ok,,x,,,x
C32155,A-4118669,10/03/2024,-3118.51,(3118.51),OMR,Closed,,,,,Y24,83,,,,,,
C48249,A-8699751,Mar-25-24,not available,9067.16,OMR,Closed,,junk,needs review,,Y24,m3,needs review,x,,,,
C83222,A-2483995,2024-03-01 00:00:00,"27,987.85",28023.58412433194,USD,Open,,,ok,,0,25,ok,,,,,
C65137,A-6467356,2024-03-14 00:00:00,(958.51),(922.25),AED,,,,,,,75,,x,,,,x
C16952,A-6970913,2024-03-20,-2679.86,"-2,679.86",SAR,Open,,junk,needs review,,Y24,,needs review,,,,,
C59772,A-1709528,Mar-10-24,-135.4543383075242,-134.33,OMR,Closed,,,ملاحظة,,0,m3,ملاحظة,,x,x,,
C29561,A/38903,05/03/2024,,23592.80800679727,sar ,Open,,,needs review,,,,needs review,x,,,,
C27597,A/54820,19 March 2024,-5533.479437297103,,SAR,Closed,,,needs review,junk,0,m3,needs review,,,,,
C91633,A-3196153,32/13/2023,-6261.165930049078,-6235.88,EUR,In Review,,,,,,m3,,,,,,
C23609,A-4239141,09 March 2024,,12208.58,OMR,,,,,,0,m3,,,,,,
C13464,A-7854914,07/03/2024,,12666.97,OMR,Open,,,ok,junk,1,m3,ok,,,,,
C45107,A-4026082,2024-03-28,14988.7632431084,14981.53,EUR,Closed,x,,needs review,,1,38,needs review,,,,,x
C63134,A-3609792,,22929.34,22943.46817710043,AED,Closed,,,ok,,Y24,m3,ok,,,,,
C65724,A-6028693,Mar-12-24,6694.63,"6,694.63",SAR,Pending,,,,,Y24,m3,,,x,,,
C69205,A-1723511,32/13/2023,22317.99,"22,317.99",aed ,Closed,,,,,Y24,m3,,,,x,,x
,A-3131028,23/03/2024,,(2033.88),AED,CANCELLED,,,ملاحظة,,Y24,m3,ملاحظة,,,,,
C23930,A-2486293,15 March 2024,21726.53,,AED,In Review,,,,,1,17,,,,,,
C16474,A-3274305,20 March 2024,,13434.46,EUR,Open,,,ok,,Y24,,ok,,,,,
,A-7411624,2024-03-21,2077.37527178674,"2,081.34",GBP,Open,,,,,1,72,,x,,,,
C25981,A-2040924,2024-03-13 00:00:00,"23,037.78",23037.78,USD,,,,needs review,,Y24,,needs review,,,,,
C75990,A-1948057,17/03/2024,"15,160.29","15,160.29",USD,CANCELLED,,,ملاحظة,,1,m3,ملاحظة,,x,,,
,A-9909916,16 March 2024,not available,"-5,562.93",GBP,,x,,,junk,Y24,m3,,,,,,
C34976,A-2121551,Mar-22-24,29839.67249445949,,EUR,Closed,,,needs review,,1,m3,needs review,,,,,
C56054,A-3995813,2024-03-23,,"22,433.42",GBP,Closed,,,,,Y24,,,,,x,,
C87097,A-7046588,27 March 2024,-4291.82,-4291.82,EUR,In Review,,,,,0,39,,,,,,
C18282,A-6588369,Mar-15-24,17747.01155886689,"17,795.37",GBP,Pending,,,ok,junk,Y24,,ok,,,,,
,A/83691,32/13/2023,22803.77,22803.77,GBP,,,,,,Y24,41,,,,,,
C64306,A-5000960,2024-03-06,,10860.59199250744,OMR,Open,,junk,!!!,,1,,!!!,,,,x,x
C12484,,32/13/2023,4257.31,4257.31,GBP,,x,junk,!!!,,,m3,!!!,,,x,,
C56206,A-6325249,2024-03-22,,-5712.31,SAR,Closed,,,,,0,47,,,x,,,
C43512,A-1981158,2024-03-12,19569.26,,OMR,,,,ok,,,,ok,,,,,
C61088,A/37581,2024-03-18,(3028.29),-3028.29,USD,Pending,,,,,Y24,,,,,,,
C80521,A-9667214,Mar-13-24,(5413.64),(5389.24),USD,CANCELLED,,,ok,,,m3,ok,,,,x,
C44972,A-4280271,03/03/2024,27809.97263777689,27798.23,EUR,,x,,,,Y24,m3,,x,,,,
C26679,,2024-03-20,157.40,,AED,Pending,,,!!!,,0,m3,!!!,,,,,x
C82251,A-6964211,04 March 2024,,,SAR,In Review,,junk,needs review,,Y24,m3,needs review,,,,,
C79969,A-4001914,2024-03-09,(15895.93),not available,USD,In Review,,,ok,,Y24,m3,ok,,,,,
C37646,A/2274,08 March 2024,"6,586.15",6577.687646903482,EUR,,x,,ok,,Y24,m3,ok,,,,,
C86403,,2024-03-10,191.64,(191.64),SAR,CANCELLED,,,needs review,,0,m3,needs review,,,,,
,A-3841605,32/13/2023,(1663.98),(1656.80),GBP,,,,ملاحظة,,Y24,m3,ملاحظة,,,x,,
C53501,A-4581308,27/03/2024,,-5212.58,EUR,CANCELLED,,,,,1,,,x,,,,x
,A-7930900,32/13/2023,"-4,820.10",,GBP,,,,ok,,1,m3,ok,,,,,x
