C23345,A-4226431,2024-07-23 00:00:00,,624.81,USD,,  AUH,ملاحظة,ملاحظة,,Y24,90,,,
,A-9941831,2024-07-14,,26139.179849247,OMR,,FJR,ok,ok,,1,,,,
C72291,A-9368160,03/07/2024,,11929.49,EUR,,UAQ,,,,Y24,m7,,,
C89656,A-6116763,2024-07-07,,16564.38715577578,GBP,,AUH,ok,ok,,Y24,m7,,,
C88021,A-5533473,2024-07-22 00:00:00,,274.35,GBP,,  AUH,,,x,Y24,m7,,,
C82700,A-6484027,2024-07-24,x,18769.85,SAR,,FJR,ملاحظة,ملاحظة,,Y24,m7,,,
C41403,A-6061249,2024-07-17,,-495.38,AED,,UAQ,needs review,needs review,,Y24,m7,,x,
C76996,A-3538732,2024-07-12,,"-5,260.82",SAR,,SHJ,ok,ok,,Y24,,,,
,A/61690,04/07/2024,,24604.81,GBP,,FJR,ok,ok,,Y24,m7,,,
C85381,A-8602200,06/07/2024,,17996.4,OMR,,AAN,!!!,!!!,,0,m7,,,
C82557,A-1097656,2024-07-01,,"27,308.07",OMR,junk,UAQ,needs review,needs review,,Y24,,,,
,A-8425903,32/13/2023,,"1,539.71",AED,,UAQ,needs review,needs review,,Y24,,,,
C54905,A-3723277,2024-07-20 00:00:00,,22318.98377284844,AED,,FJR,ok,ok,,Y24,m7,,x,
C58792,A-3871801,Jul-26-24,,28123.968260530615,GBP,,RAK,,,,Y24,55,,,
C21189,A/66058,2024-07-22,,"2,398.09",SAR,,UAQ,ok,ok,,0,m7,,,
C36619,A-1355860,17/07/2024,,20365.34,GBP,,DXB,ok,ok,,Y24,,,,
C69561,,2024-07-23,,(5833.13),AED,,AAN,needs review,needs review,,Y24,m7,,x,
C91028,A-6796993,32/13/2023,,"2,110.49",EUR,,SHJ,ok,ok,,,m7,x,,
,A-3350649,2024-07-03 00:00:00,,,OMR,,AAN,needs review,needs review,,Y24,,x,,
C50959,A-9774776,2024-07-19,,,gbp ,,AUH,needs review,needs review,,Y24,18,,,
C47655,A-2051785,,,11165.33,GBP,,FJR,needs review,needs review,,Y24,m7,,,
,A-1093234,2024-07-20 00:00:00,,,EUR,,FJR,ok,ok,,Y24,m7,,,
,A-8524973,07 July 2024,,18079.48417641258,EUR,,AAN,,,,1,,,x,
C28960,A-1469707,13 July 2024,,2829.971250913557,OMR,,AUH,ok,ok,,Y24,m7,,,
C27323,A-8890534,Jul-28-24,x,13699.61,AED,,FJR,!!!,!!!,x,0,32,,,
C47062,A-2969336,32/13/2023,,-5496.46,EUR,,DXB,,,,0,13,,,
C44163,A/91419,14 July 2024,,"-5,369.49",USD,,RAK,ok,ok,,Y24,,,,
C22131,A-7500795,2024-07-01,,"13,064.20",SAR,,FJR,ملاحظة,ملاحظة,,,m7,,,
C17390,A-3069658,26/07/2024,,,GBP,junk,AAN,ok,ok,,,m7,,,
C84622,A-6751773,2024-07-08,,17640.65195271591,SAR,,AAN,ok,ok,,0,76,x,x,
C36835,A-6763683,08 July 2024,,,AED,,  DXB,ملاحظة,ملاحظة,,,m7,,,
C49642,A-3808939,14 July 2024,,,USD,,UAQ,ok,ok,,Y24,m7,,,
C61782,A-8448185,26 July 2024,,(17751.46),USD,,DXB,needs review,needs review,,Y24,m7,,,
C93376,A/75052,2024-07-21,,15404.53,AED,,FJR,needs review,needs review,x,,24,,,
C57844,A-1228575,Jul-28-24,,"18,546.73",EUR,,AUH,ملاحظة,ملاحظة,,Y24,m7,,,x
C93119,A-4606998,Jul-19-24,,140.8782999534747,GBP,junk,RAK,,,,Y24,m7,,,
C38101,A-9172922,2024-07-13 00:00:00,x,(13232.51),AED,,FJR,ملاحظة,ملاحظة,,Y24,m7,,,
C30036,A-7606450,17 July 2024,x,"18,601.37",OMR,,AUH,,,,,m7,,,
C59331,A-9059139,11 July 2024,,-5338.46,USD,,AUH,!!!,!!!,,Y24,76,,,
C23772,A-3717131,2024-07-08,,"14,363.59",SAR,,UAQ,ok,ok,,1,,,,
C59987,A-9554074,32/13/2023,,26457.71,SAR,,AAN,!!!,!!!,,Y24,,,,
C37634,A-3648220,2024-07-10 00:00:00,,"29,305.74",OMR,,  DXB,,,,Y24,28,,,
C30659,A-1176083,Jul-10-24,x,11527.79,GBP,,FJR,ok,ok,,,40,x,,
,A-2739095,Jul-17-24,x,7330.02,eur ,,UAQ,,,,1,,,,
C35606,A-3339307,05/07/2024,,(5911.53),OMR,,FJR,ok,ok,,,89,,x,
,A-8651740,07/07/2024,,,AED,,SHJ,needs review,needs review,,Y24,,,,
C81241,A/57692,10/07/2024,,20106.63,AED,,UAQ,ملاحظة,ملاحظة,,,,,,
C63807,A-2551437,2024-07-14 00:00:00,,14128.94253284248,OMR,,RAK,needs review,needs review,,Y24,m7,,,
C91667,A/14909,2024-07-27,,,AED,,AAN,ok,ok,,Y24,m7,,,
C50445,A-2248996,15/07/2024,x,7541.47,OMR,,SHJ,,,,0,m7,,,
C35737,A-5180033,11/07/2024,,-465.5452286504103,SAR,,SHJ,ok,ok,,,m7,,,
,,25 July 2024,,,AED,,UAQ,ok,ok,,Y24,67,,,
C77233,A-6975470,2024-07-14,,5957.62914597216,SAR,,AUH,ملاحظة,ملاحظة,,,m7,,,
C84607,A-7947998,12/07/2024,,not available,AED,,FJR,needs review,needs review,,Y24,m7,,,
,A-6632653,2024-07-23,,12461.63,SAR,junk,AAN,needs review,needs review,x,Y24,,,,x
C69677,A-7760702,32/13/2023,,7897.67,EUR,junk,FJR,ملاحظة,ملاحظة,,,,,,
C73192,A-2583325,15 July 2024,,20930.95,USD,,SHJ,needs review,needs review,,Y24,m7,x,,
C37315,A/758,2024-07-26 00:00:00,x,"9,467.14",omr ,,FJR,,,,,m7,x,,
C49912,A-4685360,2024-07-24,,,OMR,,UAQ,,,,Y24,85,,,
C53772,A-5047180,2024-07-16,,,GBP,,AAN,!!!,!!!,,1,m7,,,
C66023,A-7262759,32/13/2023,,"11,322.73",AED,,DXB,needs review,needs review,,Y24,,x,,
,A-1265489,2024-07-25,,19097,USD,,RAK,needs review,needs review,,1,,,,
C56654,A-1295656,18/07/2024,,not available,SAR,,AUH,ok,ok,,Y24,m7,,,
C26986,A-2406288,02 July 2024,,3030.73,AED,,DXB,needs review,needs review,,Y24,99,,,
,A-2536320,,,23063.274273792602,OMR,,UAQ,ok,ok,,Y24,,,,
C54999,A-9858870,2024-07-20 00:00:00,,-974.83,GBP,,FJR,ملاحظة,ملاحظة,,,28,,,
C84627,A-7560143,05/07/2024,,,EUR,junk,AUH,needs review,needs review,,,92,,,
,A-8405913,2024-07-27,,3285.97,GBP,,RAK,ok,ok,,Y24,,,,
C25432,A-3986169,23/07/2024,,"1,553.05",OMR,,  RAK,ok,ok,,Y24,,,,
C65178,A-6150022,13/07/2024,,13386.88,OMR,,UAQ,ok,ok,,Y24,,,,
C73562,,Jul-02-24,,1487.995385096665,EUR,,DXB,,,,Y24,m7,,,
,A-8948677,2024-07-23 00:00:00,,28662.16728892258,GBP,,SHJ,ok,ok,x,Y24,,,,x
C11287,A-2679640,2024-07-03 00:00:00,,-2470.948273913142,AED,,FJR,ملاحظة,ملاحظة,,0,m7,,,
C79378,A-1686225,11 July 2024,,16993.27285200293,AED,,  UAQ,,,,1,63,x,,
C32461,A-3960047,2024-07-26,,26891.04,AED,,AAN,needs review,needs review,x,Y24,,,x,
C69426,A-6528389,21/07/2024,,1108.608094777814,EUR,,AUH,ok,ok,,Y24,,x,,
,A-3666869,Jul-09-24,,24977.18,GBP,,AAN,ok,ok,,Y24,57,,,
C35179,A-2381294,20/07/2024,,7791.77,usd ,,SHJ,,,,,m7,,x,
C49226,A/53040,2024-07-16,,22135.07,SAR,junk,  UAQ,ملاحظة,ملاحظة,,Y24,76,,,
C30316,,16/07/2024,,1735.68,EUR,,SHJ,ok,ok,,Y24,56,,,
C49516,A-9212321,2024-07-14,,20653.61,GBP,,RAK,ok,ok,,Y24,m7,,,
C84334,A-7661516,2024-07-16 00:00:00,,(15640.67),USD,junk,DXB,ملاحظة,ملاحظة,,,m7,,,x
C88569,A-8317726,,,6630.95,OMR,,  AAN,needs review,needs review,,Y24,m7,,,
C30017,A-9958067,2024-07-19,,not available,GBP,junk,  AAN,needs review,needs review,,1,,x,x,
C28104,A-1120600,2024-07-13,,2452.41,OMR,junk,UAQ,,,,0,,,,
C23074,A-1167804,27 July 2024,,,OMR,,AAN,,,,,,,,
C48497,A-9176352,32/13/2023,,21404.6309572337,GBP,,AAN,ok,ok,,,,,,
C54391,A-6781035,2024-07-13,,10383.88,OMR,,DXB,,,,0,,,,
C12343,A-1123017,2024-07-24,,17287.52490826777,EUR,,AUH,,,,Y24,57,,x,
C63325,A-4298899,0000-00-00,,22888.92374590153,AED,,AUH,,,,Y24,m7,,,x
C90500,A-3186556,10 July 2024,,"19,132.41",USD,,RAK,ملاحظة,ملاحظة,,,84,x,,
C68338,,Jul-06-24,,-5937.37,OMR,,UAQ,!!!,!!!,,Y24,,,,
C29243,A-3172286,2024-07-17,,"28,959.67",EUR,,FJR,,,,Y24,,,,
C39718,A-9907919,Jul-17-24,,7366.08,EUR,,RAK,ok,ok,,Y24,75,,,
C30611,A-3999352,06 July 2024,,,AED,,FJR,ok,ok,,Y24,82,x,,
C22710,A-4762170,32/13/2023,,-1753.07,AED,,FJR,ok,ok,,Y24,m7,,,x
C17412,A-2623193,Jul-24-24,,,OMR,,RAK,ok,ok,,Y24,,,,
C61723,A-4154480,11 July 2024,,16066.92,SAR,junk,RAK,ملاحظة,ملاحظة,,1,m7,,x,
C92711,,32/13/2023,,-6449.89586987147,GBP,junk,SHJ,ok,ok,,Y24,m7,,,
C79758,A-8165358,2024-07-03,,11989.58165808186,SAR,,RAK,ملاحظة,ملاحظة,,Y24,m7,,,
--- HEADER REPEATED BELOW (PAGINATION) ---,,,,,,,,,,,,,,,
CustomerID,Acct,posting date,Unnamed: 0,amount (AED),curr.,,Branch,REMARKS,Notes#,UNUSED,year_added_2024,new_col_202407,mystery_2024_07_40,mystery_2024_07_37,mystery_2024_07_22
C92723,A/56803,Jul-02-24,,19235.66,USD,,AUH,needs review,needs review,,Y24,m7,,,
,A-4539325,19/07/2024,,18739.34,USD,,FJR,ملاحظة,ملاحظة,,Y24,m7,,,x
C74530,A-9369297,22/07/2024,,24145.51920061126,SAR,,RAK,ok,ok,,1,m7,,,
C82355,A-8300979,2024-07-16,,,AED,,UAQ,ok,ok,,1,10,,,
C30379,A-2035270,07/07/2024,,"23,695.72",EUR,,UAQ,ok,ok,,1,m7,,,
C96195,A-8659646,Jul-09-24,,(18966.17),EUR,,RAK,,,,,81,,,
,A-5270801,Jul-04-24,,not available,AED,junk,  FJR,ok,ok,,0,98,,,
C98362,A-4495412,03/07/2024,,12043.45,AED,,AUH,ok,ok,,Y24,,,,
C16772,A-5085110,2024-07-01,,22723.398977233785,USD,,DXB,ok,ok,,Y24,,,,x
C37712,A-5990207,05 July 2024,x,"5,535.15",AED,,AUH,needs review,needs review,,,10,,,
C93517,A-8252381,2024-07-21,,14907.7,USD,,AUH,ok,ok,,1,,x,x,
C51406,A-8489107,2024-07-22,,-4608.93,USD,,SHJ,!!!,!!!,,0,m7,x,,
,A-1139982,Jul-14-24,,6793.43,AED,,AAN,ok,ok,,,,,,
C53872,A-8889287,Jul-13-24,,19203.68,USD,,FJR,,,,Y24,90,,,x
C22962,A-7789481,Jul-16-24,,(1174.87),usd ,,SHJ,ok,ok,,1,96,,,
,A-9041217,Jul-28-24,,23413.46,OMR,,UAQ,,,,Y24,m7,,x,
,A-4130897,2024-07-23 00:00:00,x,18721.92,EUR,,DXB,ok,ok,,1,m7,,,
C44360,A-5493167,Jul-19-24,x,2878.6,OMR,,AAN,ok,ok,,Y24,m7,x,,
C58938,A-9541512,06/07/2024,,25178.26,USD,,  FJR,,,,Y24,,,,
C40212,A-3338961,11 July 2024,,12637.28,GBP,,SHJ,ok,ok,,Y24,98,x,,
C22587,A-2258510,01 July 2024,,18098.74,sar ,,SHJ,ok,ok,,Y24,,,,x
C17342,A-6974129,Jul-04-24,,not available,SAR,junk,AAN,ok,ok,,Y24,,,,
C77203,A-3735781,26/07/2024,,5470.38,AED,,UAQ,!!!,!!!,,Y24,,,x,
C15470,A-4688441,19/07/2024,,(2135.22),AED,,RAK,ok,ok,x,,m7,,,
,A/30385,2024-07-05,,(855.47),USD,,  AAN,,,,,,,,
C85398,A-6177396,2024-07-27,,24139.55,USD,,SHJ,!!!,!!!,,Y24,,,,
C12144,A-9661082,23/07/2024,x,-4217.55,aed ,,AUH,,,,Y24,,,x,
,A-9017682,2024-07-23,,(18345.26),EUR,junk,RAK,,,,Y24,77,,,
,A-1744924,,,(3954.60),OMR,,AUH,ملاحظة,ملاحظة,,Y24,,,,
C28056,A-2825804,13 July 2024,,-3449.887136258379,AED,,FJR,ok,ok,,Y24,m7,,,
C14715,A-4388661,08/07/2024,,9021.5,OMR,,  UAQ,ok,ok,,,m7,,,
C92302,A/52692,Jul-17-24,,-2045.5601617411871,EUR,,FJR,ok,ok,,,,,x,
C94390,A-7049349,2024-07-06 00:00:00,,-6771.47,OMR,,RAK,ملاحظة,ملاحظة,,Y24,80,,,
C50707,A-2438901,2024-07-03,,not available,USD,,SHJ,ok,ok,x,,,,,
C65979,A-9128982,0000-00-00,,2675.853236299186,USD,,RAK,needs review,needs review,,Y24,19,,,
,A-7903592,0000-00-00,,7501.54,EUR,,  DXB,ok,ok,,1,m7,,,
C13675,A-3530535,04/07/2024,,"28,604.18",GBP,,UAQ,ok,ok,,,,,,
C34902,A/94386,19 July 2024,,15167.688548000724,AED,junk,RAK,needs review,needs review,,0,m7,x,,
C82060,A-1797254,2024-07-10,,,AED,,AAN,!!!,!!!,,Y24,35,x,,
C47398,A-6967931,27 July 2024,,-4287.66,EUR,,AAN,needs review,needs review,,Y24,m7,,,
C88191,A-6963288,11 July 2024,,18512.19,EUR,,SHJ,ok,ok,,Y24,43,x,,
C84226,A-8725200,2024-07-11,,4867.18,USD,,DXB,,,,Y24,m7,,,
C51897,A-9378848,02/07/2024,x,(8176.34),GBP,,RAK,,,,Y24,m7,,,
C65077,,26/07/2024,x,26633.8808843186,OMR,,DXB,needs review,needs review,,,m7,,,
C15539,A-8440383,16/07/2024,,18714.72,EUR,,AUH,ملاحظة,ملاحظة,,Y24,,,,
C98455,,2024-07-12 00:00:00,,,OMR,,DXB,ok,ok,,,91,,,
C52602,A-6119149,,,53.19,AED,junk,UAQ,ok,ok,,Y24,,,x,x
,A-2928307,18/07/2024,,(12548.43),EUR,junk,DXB,needs review,needs review,,Y24,m7,,,
C37946,A-6328383,19/07/2024,,3194.54,AED,,RAK,,,,1,,,,
C66869,A-5815703,20/07/2024,x,,GBP,,AAN,ok,ok,,,m7,,,
C25859,A-6222665,2024-07-01,,20149.652362388093,GBP,,AAN,ملاحظة,ملاحظة,x,0,,,,
C18084,A-5847126,2024-07-02 00:00:00,,-72.81,SAR,junk,SHJ,needs review,needs review,,,m7,,,x
,A-6433117,13 July 2024,,(6371.90),EUR,,RAK,!!!,!!!,,Y24,m7,,,
C34662,A-8438185,2024-07-18,,,EUR,,AUH,ok,ok,,,m7,,,
C95181,A-6451129,,,(20770.83),usd ,,RAK,needs review,needs review,,1,m7,,,
C87635,A-1240462,12 July 2024,,2888.35,AED,junk,RAK,,,,Y24,m7,,,
,A/63358,Jul-01-24,,4643.3089355714155,GBP,,UAQ,ملاحظة,ملاحظة,,0,m7,,,
C69993,A-5941656,Jul-02-24,,,USD,,DXB,ملاحظة,ملاحظة,,Y24,59,x,,
C15374,A-6304791,24/07/2024,,not available,SAR,,AAN,ok,ok,,Y24,m7,x,,
C53169,A-8158839,21/07/2024,,-1825.01,USD,,  AAN,ok,ok,,Y24,m7,,,
C39766,A-3909914,0000-00-00,,-1336.33,AED,,RAK,needs review,needs review,,0,70,,,x
C77484,A-9353275,22 July 2024,,9479.18,USD,,AAN,ملاحظة,ملاحظة,,0,m7,,,
C32117,A-4284243,2024-07-19,x,28615.530179022,GBP,,AAN,!!!,!!!,,Y24,m7,,,
C85540,A-6243698,0000-00-00,,1608.83,SAR,,AAN,ملاحظة,ملاحظة,,,,,,
C25333,A-3320363,2024-07-27,x,25265.59,USD,,RAK,ok,ok,,Y24,m7,,,
C74696,A/63513,2024-07-13,,9379.63,GBP,,AUH,needs review,needs review,,0,67,,,
,A-9678954,2024-07-11,,13521.14,USD,,  AUH,,,,Y24,m7,,,
C91904,A-6767326,2024-07-20,,23447.78,AED,junk,RAK,,,,Y24,m7,,,
,A-8102852,08 July 2024,,"11,839.99",USD,,SHJ,needs review,needs review,,,31,,,
C14371,A-4141054,Jul-16-24,,12750.11,AED,,DXB,needs review,needs review,,,,x,,
C55545,A-1660086,32/13/2023,x,,USD,,AAN,needs review,needs review,x,1,m7,,,
C44041,A-8716840,Jul-07-24,,11927.15,EUR,,AUH,ملاحظة,ملاحظة,,1,m7,,,
,A-4793435,2024-07-07,,,USD,,AUH,needs review,needs review,,,m7,,,
C27079,A-2860708,2024-07-22 00:00:00,,28699.53,OMR,,  AUH,,,,,m7,,,
C71782,A-5843816,22 July 2024,,"8,918.96",GBP,,AAN,,,,0,,x,,
,,2024-07-10,,(18414.08),OMR,,DXB,,,,0,,,,
C35501,A-7383608,04 July 2024,,26683.44,AED,,FJR,ok,ok,,Y24,m7,,,
C70817,A-4703343,Jul-11-24,,not available,GBP,,  RAK,ok,ok,,1,m7,,,
C34781,A-9705826,11/07/2024,,not available,GBP,,AAN,,,,Y24,,,,
C61456,A-1029602,2024-07-24,,"7,514.84",AED,,FJR,!!!,!!!,,,m7,,,
C12027,A-2948970,32/13/2023,,(13417.26),EUR,,AUH,,,,Y24,m7,,,
C57175,A/66743,03/07/2024,,26010.1674813611,EUR,,FJR,ok,ok,,Y24,m7,,,
C40347,A-6059829,Jul-03-24,,,AED,,AAN,,,,,m7,,,
C98804,A/68730,2024-07-27,,7991.825774751947,EUR,,DXB,needs review,needs review,,,m7,,,x
C85129,A-9051530,06 July 2024,,6170.65,SAR,,AAN,needs review,needs review,,0,m7,,,x
,A-6116652,32/13/2023,,,SAR,,AAN,ملاحظة,ملاحظة,,Y24,,,,
C94455,A-3064771,2024-07-04,,24604.49,GBP,,AAN,,,,Y24,50,,x,
,,2024-07-15,,25332.36,USD,,UAQ,,,x,Y24,m7,,x,
C49769,A-3053441,2024-07-04,,"17,180.76",GBP,,AUH,!!!,!!!,,,61,,,
C92855,A-9573924,Jul-09-24,,819.31,OMR,,RAK,ملاحظة,ملاحظة,,Y24,,,,
C70762,A-3989930,14/07/2024,,-7997.96,AED,,  FJR,needs review,needs review,,Y24,m7,,,
C76163,A/91568,32/13/2023,,28330.32791189563,AED,,FJR,needs review,needs review,,Y24,,,,
C83601,A/8628,26 July 2024,,24840.71734800294,USD,,RAK,ok,ok,,,24,,,
C52391,A-6213357,2024-07-05,,1453.29,AED,,AUH,ok,ok,,Y24,m7,,,
C68417,A/87699,2024-07-27,,-4301.55,OMR,,FJR,needs review,needs review,,,m7,,,
C41431,A-9793885,03/07/2024,,,GBP,,FJR,ok,ok,,,,,,
C99414,A/33229,0000-00-00,,-284.4067017787012,GBP,,  UAQ,ok,ok,x,Y24,12,,,
C17376,A-2430964,32/13/2023,,"12,205.64",OMR,,SHJ,ok,ok,,Y24,52,,,
,A-7111719,23 July 2024,,"9,829.04",GBP,junk,AUH,,,,,m7,x,,
C17196,A-5946163,13/07/2024,,29435.18111260812,OMR,,AUH,ok,ok,,,,x,x,
C48891,A-9731008,24 July 2024,,1918.600990315085,USD,junk,FJR,ok,ok,,Y24,,,,
C54865,A-9783432,2024-07-17 00:00:00,,7152.676010169647,AED,,FJR,ok,ok,,Y24,m7,,,
C25537,A-6006397,24 July 2024,,28068.64,SAR,,  AAN,needs review,needs review,,1,,,,
C18368,A-2306034,2024-07-12 00:00:00,,14309.24,USD,,UAQ,,,,Y24,96,,,
C47355,A-9719554,Jul-22-24,,9612.518129965236,OMR,,FJR,ok,ok,,,m7,,,
C14757,A-9206104,14/07/2024,,6289.75,sar ,junk,RAK,,,,,23,,,
C71191,A/2852,2024-07-05,,19857.712383245635,USD,,RAK,,,,Y24,m7,,,
,A-9159374,2024-07-22,x,not available,USD,,  RAK,ملاحظة,ملاحظة,,1,20,,,
C12510,,2024-07-19,,,AED,,AUH,ok,ok,x,1,m7,,x,x
C18960,A-4733042,05 July 2024,,9166.58,SAR,,DXB,,,,Y24,m7,x,,
C71892,A-5855349,09/07/2024,,20329.73924847252,EUR,,AAN,!!!,!!!,,0,m7,,x,
C61665,A-8411874,0000-00-00,,,USD,,AAN,ملاحظة,ملاحظة,,,74,,,
C25553,A-6070874,2024-07-20,,-2308.21,USD,,  UAQ,ok,ok,x,Y24,,,,x
,A-5229182,12 July 2024,,9087.49,OMR,,UAQ,,,,Y24,m7,,,
C36239,A-3595012,19/07/2024,,25420.85,EUR,,UAQ,!!!,!!!,,Y24,35,,x,
C27534,A-5685033,Jul-26-24,,8558.35,USD,,SHJ,,,,,m7,,,
,A-8221336,Jul-22-24,,15540.131044872885,omr ,,RAK,,,,Y24,m7,,,
C56820,A-5149858,2024-07-15,,(3284.35),aed ,,RAK,needs review,needs review,,0,m7,,,
C96207,A/91748,,,3048.89,OMR,,AUH,!!!,!!!,,,m7,,,
,A-4779337,2024-07-05,,19901.93200621994,EUR,,  SHJ,,,,Y24,m7,,,
C18043,A-3216498,16 July 2024,,,AED,,RAK,,,,,m7,,,
,A-8941655,2024-07-03 00:00:00,,10213.62,EUR,,FJR,needs review,needs review,,1,m7,,,
C59230,A/96126,01/07/2024,,26340.44,EUR,,  RAK,,,,Y24,m7,,,x
C65230,A-2126582,2024-07-09 00:00:00,,11125.540365998104,GBP,,FJR,needs review,needs review,,,,,,
C14030,A-5963807,15 July 2024,,,OMR,,DXB,ok,ok,,Y24,34,,,
C22554,A-6857912,04/07/2024,,,SAR,,FJR,needs review,needs review,,Y24,,,,x
C89021,A-8681931,32/13/2023,x,25695.732295205064,USD,,  AAN,!!!,!!!,,0,,,,
C82752,A-1873633,Jul-01-24,,24282.82,SAR,,AUH,needs review,needs review,,1,58,,,
C91199,A-5629678,Jul-19-24,,not available,AED,,AAN,!!!,!!!,,Y24,,,x,
C45468,A-9423781,Jul-16-24,,-1540.46,EUR,junk,RAK,,,,,76,,,
