C96145,A-6953815,32/13/2023,7934.4337314121385,,OMR,,UAQ,ok,,,0,93,ok,,,
C27033,A-3096069,17/09/2021,5209.52,5209.52,AED,,AUH,ملاحظة,,,Y21,m9,ملاحظة,,,
,A-2476864,2021-09-18,not available,6326.28,SAR,,DXB,needs review,,,0,m9,needs review,,,
C31126,A-9009453,2021-09-04,(16259.80),16259.8,eur ,,SHJ,!!!,x,,,m9,!!!,,,
C76788,A/969,2021-09-26,371.39,321.82,EUR,In Review,AUH,,,,,89,,,,x
C88033,,2021-09-12,(21468.72),21468.72,EUR,Closed,UAQ,ok,,,0,,ok,,,
,A-2856159,2021-09-24,"16,960.25",16924.86188436009,OMR,In Review,SHJ,needs review,,,0,,needs review,,,x
C66383,A-7277892,Sep-16-21,6933.41,"6,888.50",SAR,Closed,AUH,,,,1,m9,,,,
C69636,A/43722,Sep-17-21,1798.09,1798.09,AED,Pending,DXB,!!!,,,0,m9,!!!,,x,
,A-3895425,2021-09-25,,23935.44,EUR,Open,SHJ,ok,,junk,1,98,ok,,,
C51989,A-5829884,Sep-22-21,4344.6,4344.6,EUR,,AAN,ok,x,junk,1,,ok,x,,
C66834,A-6423821,Sep-03-21,"22,755.56",,EUR,,DXB,ok,,,Y21,,ok,,x,x
C11306,A/93966,2021-09-13 00:00:00,19038.32,19038.32,eur ,Open,AAN,ok,,,Y21,m9,ok,,,
C34923,A-5878372,,26285.13,26285.13,EUR,Closed,DXB,ok,,,Y21,m9,ok,,,
,A-7878296,,7511.490920801464,7499.54,OMR,CANCELLED,RAK,ok,,,1,m9,ok,,,x
C89675,A-4651835,21 September 2021,(18404.43),,EUR,Pending,SHJ,,,,Y21,,,,,
C82896,A-2259332,2021-09-05,8893.9,"8,893.90",GBP,Open,AUH,needs review,,,0,38,needs review,x,,x
C55759,,2021-09-05,26612.34696234509,(26594.43),AED,In Review,FJR,,,,,m9,,,,
C11435,,28/09/2021,12602.13,12602.13,GBP,,SHJ,ملاحظة,,,1,m9,ملاحظة,,,
C47662,A-2205438,2021-09-12,27385.47068962624,27390.34,USD,Closed,SHJ,needs review,,,0,,needs review,,x,
,A-6262769,07 September 2021,5181.438140923939,"5,184.14",AED,,AAN,needs review,,,0,m9,needs review,,,
C16156,A-1538882,24/09/2021,,21137.81,EUR,Pending,RAK,ملاحظة,,,,m9,ملاحظة,,,x
C10993,A/28143,16 September 2021,,,USD,Closed,RAK,ok,,,Y21,m9,ok,,,x
C62037,A-5886096,,,-7886.41,OMR,,FJR,!!!,,,,77,!!!,,,
C37553,A-9925341,11 September 2021,,(25019.71),OMR,Open,AAN,ok,,,Y21,49,ok,,,
C67754,A-5316052,2021-09-08,-3222.4903543463606,(3223.95),USD,,AUH,needs review,,,Y21,,needs review,,,x
,A-9008964,32/13/2023,28539.97,not available,GBP,,SHJ,,,,Y21,m9,,,,
C45524,A-5885697,32/13/2023,-5433.96,-5433.96,SAR,,UAQ,ملاحظة,,,Y21,,ملاحظة,,,x
C67282,A-6284040,2021-09-03,,1365.06,USD,,AAN,needs review,,,Y21,,needs review,,,
C98582,A-6764638,2021-09-28,-4949.42,,GBP,CANCELLED,FJR,needs review,,,Y21,m9,needs review,,,
C81036,,2021-09-23,21395.79,"21,366.07",EUR,Pending,  AUH,ملاحظة,,,0,m9,ملاحظة,x,,
C89035,A-3188290,2021-09-17,22951.23,,USD,Open,DXB,ok,,,,37,ok,,,
,A-5979323,2021-09-12,12903.53,12903.53,EUR,Pending,DXB,ok,,junk,,53,ok,,x,
C57319,A-3267199,0000-00-00,,28423.62,GBP,,AAN,,,,0,m9,,,x,
C24141,A-5095774,08 September 2021,-147.87,,SAR,CANCELLED,  FJR,,,,0,,,,,
C38697,A-2060677,07 September 2021,16669.366061122157,not available,AED,,FJR,ملاحظة,,,,m9,ملاحظة,,,x
C65267,A-5163186,2021-09-17,13320.2,13320.2,EUR,In Review,RAK,!!!,,,Y21,m9,!!!,,,
C60015,A-5585959,Sep-24-21,,"28,011.77",GBP,Closed,FJR,,,,,m9,,,,x
C62646,A/44023,Sep-07-21,6882.46,6882.46,GBP,CANCELLED,SHJ,ملاحظة,x,,Y21,,ملاحظة,,,
C99440,A-9502645,12/09/2021,"27,014.91","26,970.78",EUR,,RAK,needs review,,,,m9,needs review,,,
C33055,A-4591484,32/13/2023,23863.2622269348,23877.04,gbp ,CANCELLED,AUH,needs review,,,1,m9,needs review,,,
C18692,A-9317199,2021-09-13 00:00:00,not available,,SAR,CANCELLED,RAK,!!!,,,1,65,!!!,x,,
C67355,A-5207588,,,,GBP,,FJR,needs review,,junk,Y21,m9,needs review,,,
C39369,A-9498848,32/13/2023,1778.39,"1,732.99",USD,CANCELLED,AUH,,,,Y21,,,,,
C14192,A-5871771,05/09/2021,18485.9,18485.9,AED,In Review,SHJ,needs review,,,Y21,m9,needs review,,,x
C20430,A-2732209,2021-09-15,14417.62,(14417.62),GBP,Closed,FJR,needs review,,,Y21,m9,needs review,,,
C71163,A-8731798,2021-09-08 00:00:00,18313.812871214344,18309.82,SAR,Closed,SHJ,ok,,,1,m9,ok,,,
C38760,A-8579640,27/09/2021,27706.59,27706.59,EUR,,AUH,ok,,,,79,ok,x,,
C44083,A-9405347,11/09/2021,-7408.49,"-7,408.49",USD,Open,UAQ,ok,,,1,76,ok,x,,
,A-7519818,2021-09-18 00:00:00,24983.61,24983.61,OMR,,SHJ,ملاحظة,,,0,82,ملاحظة,,,
,A/52929,2021-09-01 00:00:00,2658.06,2658.06,GBP,,DXB,ok,,,,,ok,,,
C12944,A-7408146,2021-09-11,24850.93,not available,OMR,Pending,RAK,,,,,57,,,,x
C47260,A-9444062,Sep-28-21,21979.91,"21,987.09",USD,,SHJ,,,,0,m9,,,,x
--- HEADER REPEATED BELOW (PAGINATION) ---,,,,,,,,,,,,,,,,
CID,acct,VALUE_DATE,AMT,Amount,currency_code,APPRV_STATE,branch_region,NOTES,Unnamed: 0,,year_added_2021,new_col_202109,_remarks__,mystery_2021_09_37,mystery_2021_09_19,mystery_2021_09_1
,A-1199856,2021-09-04,"23,327.04","23,327.04",EUR,,  RAK,ملاحظة,,,Y21,m9,ملاحظة,,,x
C60900,A-1172397,Sep-02-21,,"2,554.84",USD,In Review,UAQ,ok,x,,Y21,m9,ok,,,
C92320,A-2694749,32/13/2023,,4074.49,SAR,Open,AAN,ok,,,Y21,,ok,,,
C26665,A-4266532,32/13/2023,,28921.89,AED,Closed,RAK,needs review,,,,m9,needs review,,,
C88605,A-6695216,03 September 2021,28628.73,"28,628.73",AED,Pending,RAK,needs review,,,,,needs review,,,
C84844,A-2454438,2021-09-28,-7181.07,-7181.07,AED,In Review,UAQ,ملاحظة,,junk,Y21,,ملاحظة,,,
C78395,A-1459328,2021-09-18 00:00:00,(5221.59),"5,221.59",USD,,FJR,ok,,,0,34,ok,,,
C51340,A-7912521,21 September 2021,15497.61094154053,15516.54,AED,,SHJ,needs review,,,,28,needs review,,,
C86455,A-1729956,Sep-21-21,"-7,346.33","-7,415.22",GBP,CANCELLED,UAQ,needs review,,,,,needs review,,,x
C78140,A-6363569,2021-09-26 00:00:00,4132.1,"4,132.10",SAR,,FJR,ok,,,,43,ok,,,
C66952,A-8734936,32/13/2023,10382.03,"10,382.03",GBP,Open,DXB,needs review,,,Y21,m9,needs review,,,
C16547,A-3562753,25 September 2021,(7203.64),not available,EUR,In Review,RAK,ok,,junk,Y21,m9,ok,,x,
C93421,A-3350701,22 September 2021,14571.227988380835,,EUR,Pending,AAN,ok,x,,Y21,m9,ok,,,
C48785,A-7884260,Sep-15-21,"24,381.92",24381.92,GBP,,AAN,,,junk,Y21,,,,,
C83884,A-6834105,27/09/2021,,"-3,431.42",GBP,In Review,  FJR,,,,Y21,,,,,
C15313,A-7651065,2021-09-28,,,OMR,Pending,UAQ,!!!,x,,1,m9,!!!,,,x
C23298,A/55490,2021-09-09,5830.23,5830.23,OMR,CANCELLED,UAQ,ok,,,Y21,m9,ok,,,
C86630,A-3589029,2021-09-09,(367.59),-367.59,GBP,Closed,RAK,,,,Y21,,,,,
,A-9017256,16 September 2021,"-6,285.42",not available,USD,Pending,FJR,!!!,,,Y21,,!!!,,,
C82643,A-9288026,10/09/2021,,11865.06397984459,EUR,,SHJ,,,,Y21,m9,,,,
C64889,A/49528,14/09/2021,21489.59,"21,489.59",AED,CANCELLED,DXB,needs review,,junk,,m9,needs review,,,
C30682,A-3133728,32/13/2023,"26,768.20",26768.2,OMR,Pending,UAQ,!!!,,,Y21,m9,!!!,,,
,A-5097949,2021-09-26,20920.63,20937.57952997586,SAR,Open,DXB,ملاحظة,,,Y21,,ملاحظة,,,
C90980,A-7108056,Sep-10-21,-4714.61,,AED,,DXB,ok,,,,m9,ok,,,
C36340,A-9827703,Sep-13-21,"27,534.84","27,602.94",AED,,UAQ,,,,Y21,,,,,
C87317,A-8714176,10 September 2021,12461.58,not available,GBP,,DXB,needs review,,,Y21,,needs review,,,
C27331,A-5651491,11/09/2021,17823.49,17823.49,OMR,In Review,DXB,,,,1,m9,,,,
C83384,A-7643689,07 September 2021,6989.88,"6,982.72",OMR,Pending,SHJ,ok,,,,52,ok,,,
C21591,A/2174,Sep-15-21,4262.43,"4,262.43",EUR,In Review,  DXB,,,,0,m9,,,,x
C25622,A-1840675,08/09/2021,,14212.86,AED,CANCELLED,AUH,ok,,,Y21,m9,ok,,,x
C94295,A-4467627,2021-09-21,7496.41,7496.41,AED,Open,UAQ,,,,,m9,,,,
C13755,A-5560533,Sep-11-21,"-2,418.38",-2459.49,OMR,In Review,AAN,,,,Y21,,,x,,
C82143,A-8576424,Sep-16-21,22498.06,22498.06,OMR,Pending,SHJ,needs review,,,Y21,61,needs review,x,x,
C96989,A-9804916,2021-09-17,6136.66,6136.66,SAR,Open,AAN,ok,,,,m9,ok,,,
C87392,A-5429016,2021-09-27 00:00:00,"11,419.81",11419.81,AED,Open,RAK,,,,,m9,,,,
,A-5229816,Sep-26-21,"14,432.46",(14419.27),USD,In Review,  SHJ,,,,Y21,,,x,,
,A-7497042,21/09/2021,1791.87,1791.87,SAR,,FJR,,,,Y21,,,,,
C76413,A-2640229,2021-09-21,11807.84,11807.84,SAR,CANCELLED,UAQ,needs review,,,,18,needs review,,,
C52847,A-4255174,01 September 2021,-1226.62,-1242.919802178573,EUR,CANCELLED,DXB,!!!,,junk,Y21,,!!!,,,
C22642,A-3791618,Sep-05-21,8320.93,8320.93,EUR,Pending,SHJ,ملاحظة,,,,,ملاحظة,,x,
C76983,A-4682012,Sep-02-21,6164.019615649479,6200.073430873026,SAR,Open,DXB,ok,,,Y21,m9,ok,,,
,A-9447851,32/13/2023,2199.45,,SAR,CANCELLED,SHJ,,,,Y21,m9,,,,
C46765,A-5504567,Sep-23-21,8480.58,8480.58,OMR,,AUH,ملاحظة,,,Y21,,ملاحظة,,,
C10186,A-7080042,Sep-28-21,15436.12,15436.12,GBP,CANCELLED,SHJ,!!!,x,,Y21,m9,!!!,x,,
C36579,,2021-09-07,16986.12966608116,"17,007.10",AED,In Review,AUH,ملاحظة,,,Y21,81,ملاحظة,,,
C46185,A/73873,2021-09-23,-4986.96,(4994.29),USD,Open,UAQ,!!!,,,0,m9,!!!,x,,
C38691,A/79896,32/13/2023,,19480.3,AED,CANCELLED,SHJ,!!!,,junk,Y21,,!!!,,,
C56307,A/69272,2021-09-25,-3092.79,not available,EUR,,FJR,needs review,,,1,m9,needs review,,,x
C20601,A/43126,Sep-18-21,11185.76,11185.76,AED,Pending,RAK,ملاحظة,,,0,m9,ملاحظة,x,,
C12439,A-9173495,2021-09-02,,,EUR,Open,SHJ,ملاحظة,,,1,m9,ملاحظة,,,
C76361,A/18071,,,-3794.81,EUR,CANCELLED,AUH,!!!,,junk,Y21,,!!!,,,
C42961,A-9376925,Sep-04-21,-2405.17,-2405.17,GBP,In Review,SHJ,!!!,,,Y21,m9,!!!,,,
,A-9882945,15 September 2021,(18050.52),18050.52,AED,In Review,RAK,needs review,,,0,37,needs review,,,
C71901,A-6350206,32/13/2023,-7024.383608274718,"-7,012.63",EUR,,AAN,needs review,,,Y21,,needs review,,x,
C70178,A-8058285,Sep-18-21,,20106.51,OMR,CANCELLED,AUH,ok,,,,m9,ok,,,
C72430,A/21421,2021-09-19,(6351.42),6373.268618840108,GBP,Pending,AUH,ok,,,Y21,,ok,,,
C40943,A/2893,Sep-12-21,17205.88616696584,"17,213.04",AED,Open,  DXB,!!!,,junk,Y21,m9,!!!,,,
C48604,A-9126473,Sep-01-21,-7025.24,(7033.26),AED,,FJR,!!!,x,,,52,!!!,,,
C22983,A-2759881,20/09/2021,1296.06,(1296.06),USD,In Review,AUH,needs review,x,,Y21,88,needs review,,,
C41977,A-9870460,Sep-24-21,926.18,975.337888387472,SAR,Open,AUH,ملاحظة,,junk,,80,ملاحظة,,x,
C35346,A-8367639,22 September 2021,5187.17,,SAR,,RAK,needs review,,,Y21,m9,needs review,,,
C21127,A-6120935,Sep-14-21,24697.2,(24734.41),USD,,RAK,,,,0,,,,x,
C51342,A-9828022,32/13/2023,8783.13,8783.13,USD,In Review,FJR,ملاحظة,,,Y21,m9,ملاحظة,,,
C12172,A/68982,2021-09-08,,,omr ,Open,UAQ,ok,,,Y21,m9,ok,x,,
,A-2341816,2021-09-02,19546.82410619202,19502.57,AED,Pending,RAK,ok,x,,1,,ok,,,
C53450,A-9745891,2021-09-15,22479.24,"22,526.46",usd ,In Review,AUH,ملاحظة,,,0,66,ملاحظة,,,
C74856,A-7870966,2021-09-26,5274.98,5274.98,USD,,AAN,needs review,,,Y21,m9,needs review,,,
C96573,A-8993901,2021-09-24 00:00:00,21371.74406318214,"21,394.73",GBP,,AUH,,,,Y21,m9,,,,
C13066,A-8571738,16 September 2021,29885.73,"29,885.73",SAR,Closed,SHJ,ok,,,Y21,m9,ok,,,
C12773,A-8833923,2021-09-18,,6597.06,AED,CANCELLED,RAK,ok,,,Y21,m9,ok,,,
C55064,A-9762826,32/13/2023,684.9697172039693,673.25,USD,Closed,AAN,,,junk,,,,,,x
C17660,A-2751644,Sep-01-21,"28,787.89",28787.89,OMR,,SHJ,needs review,,junk,,79,needs review,,,x
C49164,A-1869207,2021-09-18,24571.766418817242,,USD,,AAN,ok,,,Y21,59,ok,,,
C93651,A-1428755,15 September 2021,1997.36,not available,AED,In Review,AUH,ok,,,,,ok,,x,
C25190,A-3687651,2021-09-02,24107.41,24134.57803381588,SAR,Pending,SHJ,ok,x,junk,1,m9,ok,,,
C14065,A-5305898,,25892.26108247584,"25,816.35",USD,CANCELLED,RAK,ok,,,Y21,m9,ok,x,,
C76264,A-8524656,2021-09-24 00:00:00,22665.6,not available,SAR,,RAK,needs review,,,Y21,m9,needs review,,,x
C35947,A-4827058,17/09/2021,-5304.51,-5304.51,GBP,Open,RAK,,,,Y21,24,,,,
,A-6726190,2021-09-03,,"9,105.29",GBP,Pending,RAK,ok,,,,,ok,,,
C21128,A-8662287,20 September 2021,3924.75,3894.938638688267,SAR,CANCELLED,FJR,,,,Y21,,,,,
C26059,A-7604391,2021-09-04,"11,950.86",11951.42,SAR,,DXB,ok,,,Y21,,ok,,,
C74545,A-3337306,11/09/2021,-1146.71,"-1,146.71",SAR,Open,  FJR,ok,,,Y21,m9,ok,,,
C57595,A-2236084,10/09/2021,,,EUR,In Review,RAK,,,junk,Y21,m9,,,,
C16271,A-9417090,2021-09-23 00:00:00,8454.79,8475.968644320004,OMR,Closed,DXB,,,,,,,,,
C72341,A-5972346,14 September 2021,28385.1,28385.1,EUR,CANCELLED,AUH,!!!,,,,m9,!!!,,,
,A-5808970,03/09/2021,"16,555.45",16555.45,GBP,Closed,RAK,needs review,,,Y21,,needs review,,,
C60183,A-1733280,32/13/2023,-1104.9830712520234,-1111.77,USD,Closed,RAK,ملاحظة,,,1,60,ملاحظة,,,
C50609,A-5624800,2021-09-21,17940.27,17940.27,AED,Open,UAQ,needs review,,,,m9,needs review,,,x
C67570,A-7242816,,(2798.73),,AED,CANCELLED,DXB,ok,,,Y21,46,ok,,,
C81853,A/19832,0000-00-00,27796.27,,AED,Open,UAQ,,,,Y21,76,,,,
C17255,A-5228295,2021-09-02,6728.32556209814,6693.28,GBP,,FJR,ok,,,,94,ok,x,,
C29560,A-5151231,16/09/2021,"3,578.15",3621.4311262860087,USD,Closed,FJR,needs review,,,Y21,29,needs review,,,x
C20974,A-9649389,32/13/2023,20263.23,"20,263.23",OMR,Closed,  AAN,,,,Y21,31,,,,
C89447,A-4867247,,12276.93,12276.93,AED,Pending,AAN,needs review,,,Y21,m9,needs review,,,
C68640,A-4672277,32/13/2023,"-4,470.42",-4489.89,GBP,Closed,AUH,ok,,,Y21,m9,ok,,,
,A-4800162,18/09/2021,(1702.46),,OMR,,UAQ,needs review,,,Y21,,needs review,,,
,A-3935142,2021-09-15,21437.06,,AED,,SHJ,needs review,,,Y21,,needs review,,,
C32158,A-6570430,2021-09-19,-4926.16,-4926.16,AED,Closed,RAK,!!!,,,1,36,!!!,,,x
C26452,A-2371667,22/09/2021,not available,20722.82,SAR,,AAN,,,,Y21,86,,,,
,A/79307,2021-09-22,-708.72,-708.72,SAR,,AAN,!!!,x,,1,65,!!!,x,,
C83820,A-5486069,2021-09-07,-3503.938834552473,-3495.679050217251,AED,Pending,DXB,needs review,,,Y21,30,needs review,,,
C83228,A-4469872,27/09/2021,(5394.28),-5394.28,OMR,,FJR,ok,,,,m9,ok,,,
C70013,A-7801039,28 September 2021,1160.74,1160.74,AED,Open,RAK,!!!,,,Y21,,!!!,x,,
C98926,A-9084116,21/09/2021,-574.2015258054499,,USD,,SHJ,,,,Y21,m9,,,,
C20710,A/62184,32/13/2023,21771.32,21771.32,OMR,CANCELLED,DXB,,,,Y21,m9,,,,
C84578,A-8409706,32/13/2023,,-1414.4,OMR,Closed,DXB,ملاحظة,,junk,1,m9,ملاحظة,,x,
C61181,A-8347630,27/09/2021,19663.8,"19,663.80",SAR,Open,FJR,ملاحظة,x,,,m9,ملاحظة,,,
C63990,A-8246762,2021-09-20 00:00:00,,28208.54647943153,SAR,,UAQ,,x,,Y21,m9,,,,
C86772,A-8143199,0000-00-00,,13416.74,SAR,Pending,RAK,ملاحظة,,,Y21,30,ملاحظة,,,
C15352,A-4214043,2021-09-06,11489.99079891066,,EUR,,DXB,!!!,,,Y21,26,!!!,x,,
C69579,A-4236321,Sep-16-21,-6195.72,-6195.72,OMR,,AUH,ok,x,,Y21,,ok,,,x
C54411,A-1164472,20 September 2021,10450.18,"10,438.32",GBP,Open,AUH,needs review,,junk,0,m9,needs review,,,
C18231,,11/09/2021,4130.18,,EUR,CANCELLED,  UAQ,ok,,,Y21,m9,ok,,,
C88285,A-6712894,,1142.7216511593501,1092.907252417287,USD,In Review,  UAQ,ملاحظة,,,Y21,,ملاحظة,,,
