C39456,,13/10/2023,15585.6794617854,15590.56,AED,CANCELLED,  AUH,ok,ok,,0,,,,,
C12428,A-4125543,Oct-05-23,7354.826703662412,7368.084002288075,EUR,Open,AAN,,,,Y23,35,,,,
C85726,A-5394783,Oct-21-23,17109.36,17071.064715306115,AED,CANCELLED,AAN,ok,ok,,,36,,,,x
,A-3867747,,22025.32,22025.32,OMR,CANCELLED,DXB,,,,Y23,53,,,,
C26534,A-3879895,2023-10-28,-1184.88,-1184.88,GBP,CANCELLED,UAQ,ok,ok,,Y23,,,,,
C47093,A/91607,2023-10-23,8696.5,,SAR,,UAQ,needs review,needs review,,Y23,26,x,,,
C42830,A-1094360,11/10/2023,,(28525.54),AED,CANCELLED,FJR,needs review,needs review,,Y23,,,,,
C58070,A-6255072,2023-10-25 00:00:00,29056.32,29056.32,USD,Pending,SHJ,ok,ok,,0,m10,x,,,
C74428,A/49248,24 October 2023,7995.83,7995.83,USD,,  FJR,needs review,needs review,,1,m10,,,,
,A-4182576,2023-10-23,19304.03000687813,"19,347.51",AED,Open,  RAK,,,,Y23,,,,,
C25514,A-9201681,Oct-05-23,"28,706.11",28728.42,OMR,,SHJ,,,junk,Y23,,,x,,
C85193,A-9083996,21/10/2023,"17,894.94","17,894.94",AED,Closed,  AUH,ok,ok,,1,29,,,,
,A-2005648,19 October 2023,,-2462.658076923642,EUR,,AAN,,,junk,Y23,,,,,
,A-4543551,Oct-21-23,14248.79,14290.28245415059,GBP,Pending,FJR,ok,ok,junk,Y23,m10,,,,
C18317,A-8123286,0000-00-00,,20777.95084332104,SAR,Pending,AAN,needs review,needs review,junk,Y23,68,,,,
,A-2074799,2023-10-18,-3950.28,-3950.28,AED,Closed,UAQ,ok,ok,,,m10,,,,
C33786,A-9520131,20/10/2023,(20511.72),20510.11901805685,GBP,In Review,FJR,ملاحظة,ملاحظة,,1,m10,,,,
C86232,A-2618359,17/10/2023,25090,25085.89171785764,USD,,DXB,needs review,needs review,,1,60,,,,
C90015,A-7143921,01 October 2023,,,omr ,Pending,SHJ,!!!,!!!,,0,,,,,
,A-2886403,32/13/2023,,"-7,469.86",OMR,Open,FJR,!!!,!!!,,,m10,,,,
,A-5127863,2023-10-17,13917.04029077165,13934.51,SAR,Pending,RAK,ok,ok,,Y23,,,,,
C73763,A/49847,Oct-28-23,28275.44,28275.44,EUR,,FJR,needs review,needs review,,Y23,m10,,,,
C71597,,2023-10-06,13701.346001096856,13736.34,GBP,Pending,UAQ,,,,,,,,,
C87176,A/23592,16/10/2023,-7583.15,-7583.15,GBP,CANCELLED,SHJ,needs review,needs review,,,m10,,,,x
,A-7389446,Oct-21-23,-4191.947128169263,not available,EUR,Pending,  UAQ,!!!,!!!,junk,,,,,x,x
,A-9212061,0000-00-00,"-4,199.48",-4188.160796010416,SAR,In Review,UAQ,ok,ok,,,,,,,x
,A-7041329,21/10/2023,"5,841.78","5,841.78",aed ,Open,AUH,!!!,!!!,,,,,,,
C51983,A-6461581,22/10/2023,,,EUR,Pending,  AAN,,,,1,74,,,,
,A-6450989,01/10/2023,-453.92,-453.92,USD,In Review,FJR,needs review,needs review,,Y23,,,,,
C65327,A-7711251,2023-10-28 00:00:00,(1500.20),1500.2,SAR,Open,AAN,ok,ok,,0,m10,,,,
C83826,A-9869307,2023-10-23,,23820.34,AED,,UAQ,ملاحظة,ملاحظة,,Y23,m10,x,,,
C74686,A-3864889,02 October 2023,(13541.83),13541.83,AED,CANCELLED,  DXB,!!!,!!!,,Y23,57,,,,
C27911,A-2977415,10/10/2023,14161.58,14161.58,OMR,Closed,DXB,ملاحظة,ملاحظة,,0,,,,,x
C57725,A-2113968,07/10/2023,21319.63,21319.63,EUR,In Review,AUH,ok,ok,,0,m10,x,,,x
C90274,A-3049580,,not available,2271.53,GBP,Pending,  RAK,,,,0,99,,,,
C57883,A-1697042,10 October 2023,"18,732.88",18759.09,AED,Open,AAN,ok,ok,,,,,,,
C80046,A-6451163,2023-10-14,2477.95,2477.95,USD,In Review,AUH,,,,0,31,,,x,
C72343,A-4766099,02/10/2023,22681.27,"22,697.49",AED,Closed,DXB,,,,1,,,,x,
C84903,A-5522751,26/10/2023,not available,-2227.25,GBP,Open,AUH,needs review,needs review,,,m10,,,x,
C90950,A-2877934,2023-10-12,"15,968.71",(15975.55),EUR,In Review,AAN,,,,0,31,,,,
,A-4572604,2023-10-09,,"9,224.90",SAR,In Review,SHJ,!!!,!!!,,Y23,11,,,x,
C60373,A-8112290,03/10/2023,-4769.41,-4769.41,gbp ,,FJR,,,junk,,m10,,,,x
C18494,A-6734517,Oct-08-23,-7486.19,-7486.19,AED,Pending,SHJ,needs review,needs review,junk,,,,,,
C49505,A/80547,,(14233.14),14233.14,AED,Pending,  RAK,needs review,needs review,,0,,,,x,x
,A-3201256,,87.79056113039258,,GBP,Closed,AAN,!!!,!!!,,0,77,,,,
C66323,A-6447948,08/10/2023,(12826.33),12826.33,aed ,CANCELLED,DXB,ملاحظة,ملاحظة,,,76,,,,
C86944,A-4063900,Oct-13-23,1617.35,1617.35,GBP,Open,UAQ,needs review,needs review,,,,,,,
C56449,A-9607172,16 October 2023,1034.5,1034.5,SAR,Pending,  AUH,ملاحظة,ملاحظة,,Y23,m10,x,,,
,A-8509053,Oct-21-23,19411.84,19411.84,sar ,Closed,UAQ,ok,ok,,,,,,,
,A-8632595,15/10/2023,29731.27,29731.27,OMR,CANCELLED,FJR,needs review,needs review,,Y23,m10,,,,x
C18192,A-1873574,2023-10-15,28699.27,28699.27,SAR,Closed,AUH,,,,,m10,,,,
C51553,A-7024391,2023-10-12 00:00:00,,"21,574.05",USD,Open,AUH,ok,ok,,0,m10,,,,
C73791,A-4110075,2023-10-19,"29,023.70",,USD,,  FJR,,,,Y23,77,,,,
,A-6757474,04 October 2023,"14,036.61",not available,USD,CANCELLED,AUH,,,,1,,,x,,
C88165,A-2529977,32/13/2023,,,AED,,  AAN,needs review,needs review,junk,,16,,,,
C16135,A-4510877,2023-10-21 00:00:00,,(5292.47),OMR,,DXB,ok,ok,,Y23,91,,x,,x
C56632,A-4182499,2023-10-14,,28742.51,EUR,,AAN,,,,,,,,,
C29621,A-5206829,2023-10-01,11099.53365447007,11066.07,USD,,FJR,!!!,!!!,,Y23,44,,,,
C88300,A-2923516,05/10/2023,,not available,AED,Pending,DXB,,,,Y23,69,,,,
C53242,A/44686,2023-10-09,27697.779442922867,not available,OMR,Pending,DXB,ok,ok,,,m10,,,,
C79130,A-9468080,19 October 2023,,-2739.05,EUR,Pending,FJR,ملاحظة,ملاحظة,,Y23,m10,,,,
C44843,A-4307702,09/10/2023,not available,11092.71,EUR,CANCELLED,UAQ,,,,Y23,,,,,
C90914,A-2060151,2023-10-01,"-4,281.91",-4245.93,OMR,CANCELLED,UAQ,ok,ok,junk,0,,,,,
C86179,A-5931907,01/10/2023,,-5034.320767063187,EUR,CANCELLED,UAQ,ok,ok,,Y23,,,,,
C11717,A-3831388,28/10/2023,-4554.46,-4554.46,OMR,CANCELLED,RAK,needs review,needs review,,Y23,,,,,
,A/51755,07/10/2023,"3,576.96",3626.02,EUR,In Review,SHJ,ملاحظة,ملاحظة,,Y23,m10,,,,
C95721,A/79577,Oct-17-23,,,AED,CANCELLED,FJR,needs review,needs review,,Y23,,x,,,
C42280,A/46300,2023-10-16,,,OMR,In Review,DXB,needs review,needs review,,,m10,,,x,
C68646,A-1029073,2023-10-15 00:00:00,"13,236.48",,SAR,,UAQ,ok,ok,,Y23,,,,,
C92917,A-4271944,07/10/2023,(3824.58),-3832.27,USD,Closed,AUH,,,,,m10,,,,
C17517,A-5931202,0000-00-00,"16,310.57",16284.54727141257,GBP,,  DXB,ok,ok,,Y23,m10,,,,
C83336,,2023-10-05,5701.59,5701.59,EUR,,AAN,ok,ok,,Y23,53,,,,
C21942,A-8001852,23/10/2023,-7049.859754408817,-7013.92,SAR,Open,AUH,!!!,!!!,,,m10,,,,x
C15301,A-1305610,2023-10-21,-1427.476027654993,,SAR,,AAN,ok,ok,junk,Y23,76,,,,
C90532,A-6713757,20 October 2023,-5236.89,-5236.89,AED,Pending,FJR,,,,,,,,,
C66698,A-3074042,22/10/2023,18073.06,,SAR,CANCELLED,AUH,ملاحظة,ملاحظة,,Y23,m10,,,,
,A-6828782,2023-10-02,8125.73,8104.003823754465,USD,,FJR,,,,1,79,,,,
C58737,,32/13/2023,,(10230.13),USD,Open,DXB,,,,0,m10,x,,x,
,A-9369188,2023-10-13 00:00:00,-690.7766933375268,-640.66,EUR,,DXB,ok,ok,,0,91,,,,x
C51487,A/24459,2023-10-05,2910.34,2865.930113554467,AED,In Review,RAK,needs review,needs review,,Y23,m10,,,,
C43222,A-1187882,2023-10-28,(10449.28),(10364.56),GBP,,SHJ,ok,ok,,,36,,,,
C30319,A-9385974,15/10/2023,-352.3,-327.8729147227093,EUR,In Review,UAQ,ملاحظة,ملاحظة,junk,Y23,70,,,,
C32534,A/80929,32/13/2023,26108.74,26108.74,GBP,,UAQ,ok,ok,,,m10,,,,
,A-4059459,24/10/2023,13946.21,13946.21,SAR,,RAK,ok,ok,junk,Y23,,,,,
C26076,A-2221092,26/10/2023,19345.51,19373.11486057396,USD,CANCELLED,UAQ,needs review,needs review,,0,m10,,,,
C22999,A-8970294,25 October 2023,"1,950.10",1996.57,AED,Pending,FJR,needs review,needs review,,1,,,,,
C21656,A-7051639,32/13/2023,26604.96,not available,EUR,,RAK,!!!,!!!,,Y23,,,,,
,A-9314471,2023-10-10,7574.09,7556.632464592237,GBP,,RAK,ok,ok,,,m10,,,,
C88460,A-5418239,32/13/2023,8114.370364482912,"8,143.98",EUR,Open,AUH,needs review,needs review,,1,m10,,,x,
C82510,A-7436413,32/13/2023,2234.933102265114,,OMR,Closed,RAK,!!!,!!!,,Y23,,,,,
C49079,A-4268900,Oct-20-23,"15,588.46",15588.46,EUR,Closed,UAQ,,,,,m10,,,x,
C10069,A/983,2023-10-17,,,SAR,Pending,  SHJ,,,,Y23,,,x,,
C52952,A-6063196,Oct-23-23,8184.17,8160.155665944459,SAR,In Review,SHJ,!!!,!!!,,Y23,m10,,,,
,A-4846849,2023-10-17,22810.86,22810.86,AED,CANCELLED,SHJ,ok,ok,,1,,,,,
C61594,,Oct-22-23,-6203.71,-6203.71,AED,,  RAK,ok,ok,,,m10,,,,
C21019,A-6913146,2023-10-06,14117.74,14117.74,USD,,  UAQ,needs review,needs review,,1,,,,,x
C26125,A-4760051,Oct-19-23,10364.930212147468,10404.517772936168,AED,Closed,RAK,!!!,!!!,,,,,,,x
C80198,A-8195396,2023-10-14 00:00:00,4753.99,4753.99,SAR,,UAQ,!!!,!!!,junk,,21,,,,
C14916,A-9162252,19/10/2023,28787.95,28787.95,SAR,,SHJ,ok,ok,,Y23,m10,,,,
C17453,A-6030690,05 October 2023,25944.86,25944.86,omr ,Open,UAQ,!!!,!!!,junk,Y23,21,,x,x,
C70797,A-8655948,32/13/2023,,"15,532.32",AED,Pending,AAN,ok,ok,,1,,,,,
C23151,A-8598490,Oct-16-23,-2568.041119238846,,OMR,Closed,FJR,ok,ok,,,53,,,,
C34999,A-3871385,02/10/2023,27785.91,,AED,In Review,UAQ,ok,ok,,,m10,,,,
C33202,A-4721071,2023-10-13,"12,257.63",12305.68965329832,EUR,Closed,FJR,ok,ok,,Y23,m10,,,x,x
C40988,A-3808344,07 October 2023,-6480.758827606726,,EUR,Pending,AAN,ok,ok,,Y23,m10,,,,
C59840,A-2926247,08 October 2023,15734.35,"15,699.84",USD,CANCELLED,DXB,,,,,,,,,
C32748,A-8928935,27/10/2023,,(12186.80),EUR,CANCELLED,AUH,,,junk,Y23,47,,,,
C23302,A-2532485,32/13/2023,"12,040.29",12040.29,OMR,Open,SHJ,,,,,,,,,
C78871,,13 October 2023,4346.251279391978,,USD,Open,AUH,needs review,needs review,,,,,,,
--- HEADER REPEATED BELOW (PAGINATION) ---,,,,,,,,,,,,,,,,
CID,Account ID,POSTING DATE,TXN_VALUE#,Amt,iso_curr,state !!,BR_CODE,COMMENTARY,REASON_TEXT,,year_added_2023,new_col_202310,mystery_2023_10_56,mystery_2023_10_4,mystery_2023_10_48,Unnamed: 0
C12349,A-3060912,0000-00-00,20079.11,20055.4400420611,AED,,FJR,needs review,needs review,,,m10,,,,
C61025,A/11306,19/10/2023,14976.4,14976.4,GBP,In Review,  SHJ,!!!,!!!,,0,m10,,x,,
C41997,A-4353094,32/13/2023,207.87,207.87,GBP,,AUH,needs review,needs review,,0,18,,,,
C19090,A-6667532,18 October 2023,-3332.78,-3332.78,AED,Closed,DXB,ok,ok,,,m10,,x,,
C15649,A-6871862,08 October 2023,,23842.59,USD,In Review,FJR,ok,ok,,Y23,m10,,,x,
,A-5186106,0000-00-00,3753.500737479682,3732.76,USD,Closed,SHJ,ok,ok,,Y23,m10,,,,x
C62435,A-7349207,10/10/2023,(11514.87),11495.500673093871,EUR,,  UAQ,ok,ok,junk,Y23,,x,,,
C65314,A-9036628,16 October 2023,-1005.8373181056833,-985.43,USD,Open,SHJ,ok,ok,,Y23,m10,,,,
C19473,A/98927,2023-10-14 00:00:00,,2158.45,USD,CANCELLED,DXB,needs review,needs review,,,m10,x,,,
C55969,A/93541,Oct-20-23,-1903.87,-1903.87,AED,Pending,AAN,ok,ok,,Y23,m10,,,,x
C68661,A-5193644,01 October 2023,27029.665766132854,27074.02748634798,eur ,CANCELLED,RAK,,,,Y23,m10,,,x,
C45618,A-2901717,Oct-25-23,"10,717.20",(10717.20),EUR,Pending,AAN,ok,ok,,Y23,m10,,,,x
C73791,A-5260117,2023-10-24 00:00:00,20533.05,20533.05,OMR,,RAK,ok,ok,,Y23,,,,,
C14685,A-6361529,03 October 2023,"29,850.96",29850.54673584181,OMR,CANCELLED,SHJ,needs review,needs review,,1,65,,,x,
C10926,A-9314054,32/13/2023,"9,205.54",9176.67366629271,AED,In Review,  RAK,ok,ok,,0,m10,,,,
C29628,A-5050946,2023-10-10 00:00:00,"6,733.29","6,733.29",EUR,Closed,AAN,ملاحظة,ملاحظة,,,,,,,
C44374,A-6582394,32/13/2023,-2512.97,-2477.479098717502,GBP,,DXB,ok,ok,,Y23,m10,,,,
C37858,A-2054893,03/10/2023,,,EUR,Pending,  AAN,ملاحظة,ملاحظة,,Y23,m10,,,,
C16465,A-5112268,03 October 2023,1996.294694836715,"1,985.36",EUR,,SHJ,ok,ok,,Y23,27,,,,
C56623,A-8097700,Oct-18-23,"1,730.98",1730.98,AED,Closed,  UAQ,,,,,,,,,
C31897,A-1514951,2023-10-17,"23,937.14",,USD,Open,DXB,ok,ok,,Y23,60,,,,x
C82665,A-5835042,32/13/2023,20107.26,20107.26,USD,Closed,FJR,needs review,needs review,,Y23,m10,,,,
C12552,A/30372,0000-00-00,,,GBP,Open,UAQ,,,,Y23,,,,,
C45000,A-5960206,22/10/2023,16833.25,16833.25,USD,,RAK,needs review,needs review,,Y23,m10,,,,
C51478,A-1304258,2023-10-26,,,USD,CANCELLED,UAQ,ملاحظة,ملاحظة,,Y23,m10,,,x,
C99429,A/12884,2023-10-17,"-4,697.31",(4733.58),GBP,Pending,DXB,ok,ok,,1,m10,,,,
C58815,A-8680893,03 October 2023,13474.179526636755,(13474.83),OMR,CANCELLED,RAK,ok,ok,,Y23,m10,,x,,
,A-7001811,2023-10-09,16341.52,16341.52,OMR,,  AUH,ok,ok,junk,Y23,m10,,,,
C56595,A-6158221,15/10/2023,2977.911186548995,,GBP,Open,DXB,ok,ok,,,m10,,,x,
,A-8764749,2023-10-13 00:00:00,,16140.33,AED,,SHJ,ok,ok,,,,,x,,
C66268,A-9599047,14/10/2023,29997.11,(29997.11),SAR,CANCELLED,AUH,ok,ok,junk,1,m10,,,,
C37267,A-8109649,2023-10-10,11821.42997571055,11815.55850631342,USD,,RAK,,,,1,,,,,
C84597,A-2859079,0000-00-00,(1830.44),,OMR,Pending,  UAQ,ok,ok,,Y23,,,,,x
,A-4736541,19/10/2023,,"-3,399.05",GBP,In Review,DXB,ok,ok,,,,x,,,
,A-5699309,2023-10-11 00:00:00,(27071.87),,EUR,,  DXB,needs review,needs review,,0,,,,,
,A-4455609,Oct-01-23,28632.57196352681,"28,664.26",OMR,In Review,AUH,ok,ok,,1,,,,x,
C27695,A-9288216,,28416.09,,GBP,Open,DXB,ok,ok,,Y23,m10,,,,
C57234,A-9046736,Oct-14-23,(24116.64),"24,082.73",AED,Pending,AUH,ok,ok,junk,Y23,m10,,,,
C98608,A-8055674,2023-10-12,21447.54,21447.54,GBP,,AUH,ok,ok,,Y23,m10,,,,
C43040,,Oct-15-23,2188.253397939469,2221.76,SAR,Open,AAN,ok,ok,,Y23,,,,,
C68634,A-5762954,Oct-13-23,-2369.07,-2369.07,USD,In Review,AAN,needs review,needs review,,,m10,,,,
,A-5034279,03/10/2023,16174.12,16174.12,USD,,  SHJ,,,,Y23,m10,,,,
C47675,A-4246067,2023-10-06,"26,569.88",26569.88,OMR,,UAQ,,,,0,,,,,
C38992,A-7592056,11 October 2023,26437.98,,AED,,AUH,ملاحظة,ملاحظة,,1,m10,,,,
C25127,,32/13/2023,5719.38,,sar ,,FJR,!!!,!!!,,Y23,m10,,,,
,A-4359524,2023-10-16,13084.31,13084.31,USD,Pending,AAN,ok,ok,junk,Y23,,,,,
C36871,A-5444972,32/13/2023,25220.63634904206,25186.68,EUR,,DXB,,,,Y23,,,,,
C81528,A-7154482,,-2807.37,"-2,807.37",AED,Closed,UAQ,needs review,needs review,,0,m10,,x,,
C40946,A/83391,0000-00-00,2075.94,2075.94,USD,,FJR,ok,ok,,Y23,m10,,,,x
C98632,A-6049615,28/10/2023,not available,,OMR,,DXB,needs review,needs review,,0,m10,,x,,x
C16266,A-2438565,15 October 2023,5211.94,"5,211.94",USD,Closed,  RAK,ok,ok,,,m10,,,,
C87059,A-2738140,2023-10-22,(21103.51),21103.51,AED,,  FJR,ok,ok,,,m10,,,,x
C81708,A/79918,19 October 2023,13535.76,13574.09530244434,USD,In Review,FJR,needs review,needs review,,Y23,m10,,,,x
C38935,A-7513366,2023-10-07,,-3500.04,SAR,CANCELLED,SHJ,ok,ok,,Y23,,,,,
C55651,A-1788345,27 October 2023,1415.49,not available,EUR,Open,AUH,ok,ok,,,,,x,,
C68192,A/70547,2023-10-18,"22,279.46","22,279.46",GBP,Closed,SHJ,needs review,needs review,,Y23,95,,,,
,A/85963,06 October 2023,28509.16,"28,509.16",SAR,Open,SHJ,ملاحظة,ملاحظة,,1,,,,,
C79458,A-7394434,2023-10-21,(16709.92),16740.95,EUR,In Review,DXB,needs review,needs review,,0,m10,,,,x
,A-1708968,11/10/2023,"4,823.84",4823.84,SAR,Pending,SHJ,needs review,needs review,,,,,,,
C14977,A-3617998,03 October 2023,15562.7,15562.7,EUR,Pending,FJR,needs review,needs review,,,m10,,,,
C42297,A-2885438,11/10/2023,,,OMR,,FJR,!!!,!!!,,Y23,m10,,,,
C83651,A/17695,2023-10-21,-7645.35,-7645.35,OMR,Pending,  FJR,ok,ok,,Y23,,,,,
C92336,A-3340908,18 October 2023,,,AED,,DXB,ملاحظة,ملاحظة,,0,m10,,,,
C89626,A-8414283,2023-10-15,7621.44,7621.44,OMR,Pending,AUH,,,,Y23,m10,,,,
C25674,A-8922629,2023-10-17 00:00:00,11997.80928557612,12034.1,SAR,,AUH,needs review,needs review,,,,,,,
C63804,A-9858120,0000-00-00,8200.81,8200.81,usd ,Closed,  AAN,ok,ok,,Y23,,,,,
C62377,A-3454625,2023-10-03,,-2577.12,USD,,UAQ,ملاحظة,ملاحظة,,Y23,,x,,x,
C17521,A-4183515,19/10/2023,-1955.49364663577,-1907.37,EUR,,DXB,needs review,needs review,,Y23,,,,,
C68156,A-2462706,04/10/2023,"-7,173.70",not available,GBP,,  AUH,,,,Y23,19,,x,,
C99066,A-2106739,27 October 2023,22329.82,22329.82,USD,Open,AUH,ملاحظة,ملاحظة,,Y23,m10,,,x,
C99978,A-4283280,16/10/2023,not available,16866.9,AED,Pending,RAK,ok,ok,,,,x,,,
C81321,A-5207450,04 October 2023,10480.91748631347,10486.76,USD,Closed,DXB,ok,ok,,Y23,,,,x,
C33168,A-3110206,13/10/2023,20527.42354718718,not available,SAR,Open,  DXB,ملاحظة,ملاحظة,,Y23,74,,x,,
C42809,A-2078219,24/10/2023,"3,187.26",not available,USD,CANCELLED,AAN,ok,ok,,Y23,m10,x,,,
C91295,A-8372070,2023-10-23,"-5,776.33",-5776.33,EUR,Open,SHJ,,,,0,37,,,,
,A-1766818,2023-10-26 00:00:00,,9644.11,SAR,,FJR,needs review,needs review,junk,,m10,,,,
C89591,A-4644695,2023-10-28,(25157.85),25201.760600778052,AED,In Review,SHJ,ok,ok,,Y23,81,,,,
C60788,A-2623956,20 October 2023,-563.5149876757047,-580.38,OMR,Pending,UAQ,ok,ok,,Y23,m10,,,,
C34820,A-4971430,2023-10-09,27540.25,not available,AED,Open,AAN,needs review,needs review,,1,84,,,,
C53199,A-4110341,04 October 2023,,26009.2,USD,Closed,UAQ,ok,ok,junk,Y23,m10,,,,
C81201,A-4183225,08/10/2023,(2055.05),2055.05,OMR,Closed,FJR,needs review,needs review,,,m10,,,x,
C49380,A-2021606,06/10/2023,,"15,865.60",SAR,Open,SHJ,needs review,needs review,,,57,x,,,
,A-2251933,2023-10-18 00:00:00,,,SAR,In Review,SHJ,ملاحظة,ملاحظة,,Y23,m10,,,,
C56193,A-9880695,2023-10-15 00:00:00,(3355.52),(3355.52),GBP,In Review,RAK,,,junk,0,m10,,,,
C33997,A-4511195,19 October 2023,27438.057401015514,27397.37,GBP,Pending,UAQ,ok,ok,,0,m10,,,,
C49828,A/76282,13 October 2023,"10,782.14",10782.14,USD,,AUH,needs review,needs review,,,35,x,,,
C99252,A-4176213,Oct-14-23,-7397.57,-7397.57,GBP,Closed,RAK,,,,0,,,,x,x
C96882,A-8145630,Oct-23-23,,17136.8,SAR,CANCELLED,FJR,ok,ok,,Y23,m10,,,,
C91789,A-4856441,10 October 2023,2074.04,2097.60049559471,GBP,Closed,DXB,needs review,needs review,,,42,,,,
C19732,A-5220725,19 October 2023,20578.28,,omr ,Pending,AAN,!!!,!!!,,Y23,96,,,,
C82689,A-4778497,09 October 2023,(29568.77),"29,568.77",SAR,,SHJ,,,,Y23,,x,,,x
,A-5036925,Oct-21-23,26108.06,(26108.06),USD,CANCELLED,SHJ,ملاحظة,ملاحظة,,Y23,,,,,
C61918,A-6419195,14 October 2023,"9,807.56",(9838.59),AED,,AAN,,,,,25,,,,
C54429,A-5900141,2023-10-16,14051.09,"14,051.09",GBP,Closed,UAQ,needs review,needs review,,0,m10,,,,
C98746,A-6587486,13/10/2023,,"9,656.52",SAR,In Review,AAN,!!!,!!!,,Y23,m10,,,,
C48744,A-9055282,Oct-01-23,5818.73,5860.665417467769,AED,Pending,UAQ,needs review,needs review,,1,,,,,
,A-8292430,02/10/2023,,-7592.54,OMR,Open,UAQ,,,,,m10,,,,x
C63603,A-1366082,22/10/2023,-4139.671951414412,"-4,155.75",GBP,In Review,  AAN,ok,ok,,,m10,,,,
,A-5241428,2023-10-06 00:00:00,3360.95,3360.95,GBP,CANCELLED,  RAK,!!!,!!!,,Y23,52,,,,
C67677,A/91319,22 October 2023,7525.47,"7,525.47",GBP,Pending,AUH,needs review,needs review,,0,m10,x,,,
C10593,A-8775921,28/10/2023,"9,758.63",,OMR,,SHJ,needs review,needs review,junk,Y23,18,,,,
C70169,A-2006026,2023-10-02,,,SAR,Closed,RAK,!!!,!!!,,1,75,,,,
C60226,A-8852201,2023-10-16,"20,564.70",,AED,Pending,RAK,,,,Y23,,,,,
C66494,A-9014489,05/10/2023,21278.69,"21,278.69",EUR,,FJR,,,,1,43,,,,x
,A-8405357,2023-10-19,24842.96,24854.85886741365,usd ,In Review,DXB,ok,ok,,0,m10,,,,
C37666,A-2966398,02 October 2023,-1288.87,"-1,332.61",OMR,In Review,AUH,,,,Y23,m10,,,,
C33733,A-7190686,12/10/2023,-5664.75,-5673.413508158634,SAR,,AUH,ok,ok,,1,,,,,
C67902,A-1349119,2023-10-07,24649.27,24649.27,USD,,DXB,ok,ok,,1,m10,,,,
C14570,A-5064564,17 October 2023,10909.01054094541,10910.96,AED,,UAQ,needs review,needs review,,Y23,,,x,,
C56984,A-9004769,2023-10-20,14454.74,not available,USD,In Review,UAQ,needs review,needs review,,,,,,,
C64566,A-2577345,2023-10-27,7003.831272903893,not available,AED,,SHJ,,,,0,m10,,,,x
C49384,A-3106654,32/13/2023,,18803.50206049466,AED,Pending,SHJ,,,,Y23,93,,,,
C99601,A-9604919,32/13/2023,(28731.40),28731.4,EUR,Pending,SHJ,ok,ok,,Y23,m10,x,x,,
C80418,A-2729169,28 October 2023,-3067.04,not available,USD,Pending,RAK,ok,ok,,Y23,,,,,
C18112,A-1384623,,28627.01,"28,605.41",OMR,Open,FJR,,,,,m10,,,,
,A-6327947,02 October 2023,3645.83,"3,645.83",gbp ,,AAN,,,junk,,69,,,,
C89479,A-6504961,Oct-11-23,,"-5,260.58",USD,,AAN,ok,ok,,Y23,,,,,
C51813,A-8728472,2023-10-26,,,SAR,Open,AAN,ok,ok,,Y23,50,,,x,
