x,m-42016,2023-05-28,not available,6106.17,,,,,,,,MED,,,,,,x
,M58584,,3889.373509725016,"4,052.08",,,B104,duplicate,duplicate,,Y23,,,x,,,1,
,M94284,0000-00-00,,9289.522319577369,,,B095,,,,,MED,x,,,x,,1
,M98007,32/13/2023,28349.67,28349.67,,,,missing doc,missing doc,,Y23,INC-3091,,1,1,,,
,M55923,2023-05-12,(11125.66),11154.86420072351,,,B017,ok,ok,,Y23,,x,,1,x,,
,M28435,2023-05-13,not available,,,,B084,ok,ok,,Y23,INC-4099,1,1,,,1,
1,M37894,04/05/2023,44612.14,44612.14,,,B005,missing doc,missing doc,,Y23,INC-6519,,x,,x,,1
,M70471,May-03-23,43443.77,43635.6803637136,,,B098,ok,ok,,,HIGH,,,,,x,x
1,M32065,2023-05-18,13944.17,13944.17,,,,missing doc,,,Y23,,,,,,,
,M99040,2023-05-01,25937.47,25937.47,,,B055,duplicate,duplicate,,,MED,,,,1,,1
,m-68638,2023-05-15,(29067.48),29002.56,,junkflag,B075,مرفوض,مرفوض,,,,,1,,1,1,x
x,M26720,09/05/2023,40982.94970202518,"40,683.00",junkflag,,B080,,,,Y23,INC-7489,1,,1,,,
,M77643,01/05/2023,9643.764445233424,9926.714006536771,,,,ok,ok,,,,x,,,1,,x
,M14381,02/05/2023,42506.56,42506.56,,,B063,,,,Y23,,,,,,,1
,M55497,10/05/2023,5312.7,5342.100130942513,,,B036,ok,ok,,IN,INC-2776,x,x,,,,
,M50878,May-06-23,22739.68,22793.59316850083,,,B052,ok,ok,,,,x,,x,,,1
,M92997,2023-05-06,"25,787.38",25787.38,,,B003,missing doc,missing doc,,,HIGH,,,,,,
,M92116,2023-05-05,(2404.27),,,,B017,,,,,INC-9405,,,1,,1,
,M22955,14/05/2023,(14277.88),(14277.88),,,,ok,ok,,IN,INC-6333,x,,1,,x,
,M84879,May-01-23,5291.5,"5,291.50",,,B111,,,,,INC-4699,,,,1,x,
,M98525,16/05/2023,16990.65,16964.51836445165,,,,missing doc,missing doc,,IN,INC-4369,,1,x,,,1
1,M41392,2023-05-22,11687.78,11687.78,,,B057,ok,ok,junkflag,IN,INC-5123,1,1,,,,1
,M82150,04 May 2023,14337.63,14337.63,,,B089,ok,ok,,,INC-6949,1,,,,,x
,M34372,12 May 2023,5699.628861986072,,,,,,,,IN,INC-8600,1,,1,1,1,
,M24953,04 May 2023,"33,305.10",33389.75,,,B063,,,,Y23,HIGH,,x,,,1,
,M26992,2023-05-17,not available,"18,412.69",,,,,,,Y23,MED,x,,x,,,
,M11256,2023-05-18,38604.19450962374,(38663.69),,,B017,missing doc,missing doc,,Y23,HIGH,,x,1,,,x
,M33489,2023-05-22,27191.89,(27191.89),junkflag,,B119,ok,ok,,,,,1,1,1,,1
1,M89138,2023-05-12,13014.010160386051,12894.16,,,B093,??,??,,Y23,INC-9998,,,1,,,
,M21034,0000-00-00,"37,555.12",37402.89751024731,,,B107,ok,,,,,,,,,,
x,m-80970,May-16-23,14553.69836540243,14558.38859067598,,,B101,missing doc,missing doc,,,,1,,,,,x
1,M81517,2023-05-27,,"14,449.68",,,B084,,missing doc,,IN,INC-3593,,,,x,,
,,May-06-23,42677.62,not available,,,B060,missing doc,missing doc,,,INC-1393,x,,,x,1,
,M65945,May-26-23,,49009.21,,,B118,missing doc,missing doc,,,,,x,1,1,,1
1,M58792,2023-05-15,,,,,B027,duplicate,duplicate,,,,,,1,,1,1
1,M69802,2023-05-17 00:00:00,34591.6176362962,34619.95,,,,duplicate,duplicate,,Y23,INC-2637,1,,1,,,
,m-50905,2023-05-23,,,,,,,,junkflag,,INC-5366,,,,,,1
,M48499,25 May 2023,,10102.77,,,B115,missing doc,,,,INC-2686,,1,,1,1,
x,M76645,2023-05-13,,"17,174.81",,,B074,duplicate,duplicate,,Y23,HIGH,,1,1,,,
,M79994,07/05/2023,(1146.86),1054.13772392709,,,B089,,,junkflag,,,,,1,1,,x
x,M97836,0000-00-00,48289.63,48289.63,,,B024,missing doc,missing doc,,Y23,,,x,1,,,
,M65257,May-11-23,26791.51,26965.149686876262,,,B001,missing doc,missing doc,,,,x,,,,,
,M84855,,(16519.04),16617.13,,,B002,duplicate,duplicate,,,,x,,,1,,1
,M86173,May-17-23,,,,,,مرفوض,,,Y23,MED,,,,1,,1
x,M31509,2023-05-19 00:00:00,35828.39676149596,35976.43,,,B033,duplicate,duplicate,,Y23,HIGH,x,x,,1,1,
,M57346,May-23-23,"35,602.37",35602.37,,,B093,ok,ok,,Y23,MED,,,,,,1
,M68894,May-08-23,"12,909.22",12959.91,,,B078,,مرفوض,,,INC-4825,,,1,,,
,M47912,May-25-23,39184.31,,,,B012,ok,,junkflag,IN,,,x,,,,
x,M48699,2023-05-03,45478.95,45592.17016810593,,junkflag,B017,,,,IN,MED,,,x,,,x
1,M12406,26 May 2023,,45336.75,,,B028,ok,ok,,Y23,INC-5329,1,x,,,,
x,M33078,04 May 2023,"45,203.87",,,,,,,,,INC-1918,1,,,1,,
x,M16678,32/13/2023,(45202.18),(45191.75),,,B084,,,,,,,x,1,1,1,
x,M97988,May-04-23,not available,,,junkflag,B030,ok,ok,,IN,,,,,,,
,M99929,May-24-23,27360.69,27360.69,,,B044,missing doc,missing doc,,IN,,,1,1,,x,
x,M98837,2023-05-04,27056.45,27056.45,,,B022,مرفوض,مرفوض,,,INC-3928,,x,,,1,1
,M73813,May-20-23,22854.99695309037,22656.93,junkflag,,B020,duplicate,duplicate,,IN,MED,,,x,x,x,
,M45061,2023-05-10,17862.86459094908,17822.63,,,B032,مرفوض,,,IN,LOW,,,1,,,1
x,M10619,27 May 2023,27274.04,27274.04,,,B062,ok,ok,,Y23,LOW,1,,,1,,
x,M10013,2023-05-05,,not available,,,B025,ok,,,Y23,MED,,,,1,,1
,M74766,04/05/2023,24950.46,25024.233646404788,,,B025,missing doc,missing doc,,Y23,,,,,,,1
,M93848,23 May 2023,(35368.22),35271.08451498403,,,B117,duplicate,duplicate,,Y23,,,,1,,,1
,M26828,2023-05-10,10261.59,,,,,missing doc,missing doc,,IN,,,1,1,,,
,m-28824,32/13/2023,15862.31742528798,,,,B093,,,,IN,,,,,,1,1
x,M68673,2023-05-10,20602.21,,,,B031,,,,Y23,,,,1,1,,
,M46101,32/13/2023,9114.76,9114.76,,,B030,ok,ok,,IN,INC-3739,1,,,,1,
,M68503,2023-05-06,not available,"15,329.32",,,B071,,,,Y23,,1,1,,1,,
1,M65230,11 May 2023,"34,561.54",34561.54,,junkflag,,missing doc,missing doc,,Y23,,,,,,,1
,M80642,May-03-23,39764.64,39673.48337083108,,junkflag,B025,ok,ok,,IN,MED,1,,,,,1
,m-6195,08/05/2023,30998.54,"30,998.54",,,B114,,,junkflag,Y23,,1,,,,1,
,M85288,2023-05-13,"5,081.67",5037.08,,,B072,,,,,INC-2062,1,,,,1,
,M34166,06/05/2023,,48081.27,,,B084,ok,,,Y23,,,,,,,1
,M10575,May-18-23,,42107.52480796718,,,B047,,,,IN,HIGH,1,,x,,,
1,M27102,May-12-23,"13,275.62",,,junkflag,B088,,,junkflag,,,,,,,,1
1,M86900,2023-05-22,29783.7,29783.7,,,B080,,مرفوض,,Y23,,1,,1,,,
,M81154,16 May 2023,33438.63,33438.63,,,B057,missing doc,missing doc,,Y23,INC-6596,1,,x,1,,1
,M82812,2023-05-14 00:00:00,40497.56,,,,B005,ok,ok,,Y23,,x,1,,1,1,
,M85704,May-01-23,"29,361.95",29361.95,,,B036,duplicate,duplicate,,IN,MED,,,,,x,x
1,M51246,2023-05-03,28548.65645843888,,,junkflag,,missing doc,,,IN,INC-9942,1,,,,,
,,2023-05-09,47373.08143659963,47403.02,,,B065,,,,IN,,,1,,x,,1
,M91743,26 May 2023,not available,"41,982.20",,,B081,missing doc,missing doc,,Y23,,,,1,1,,
1,M25956,May-05-23,,(26113.37),,,B008,,,,Y23,,x,,,,,
,M90167,2023-05-25 00:00:00,8012.79,"8,059.46",,,B046,duplicate,duplicate,,IN,INC-6396,,,x,,,
,M75078,2023-05-16 00:00:00,14241.53,,junkflag,,B067,ok,ok,junkflag,IN,INC-5614,,,1,1,1,x
,M53058,May-17-23,3365.84,"3,511.93",,,,missing doc,missing doc,junkflag,,INC-7161,x,,,,,
1,,2023-05-07,,7554.06,,,B002,missing doc,,junkflag,Y23,,1,x,,,,x
,M94391,17/05/2023,13122.426419479716,13092.1110111471,,,B042,missing doc,missing doc,,,INC-3232,1,,,,,
,M99355,11 May 2023,not available,26750.08455336179,,,B018,missing doc,missing doc,,Y23,MED,x,,,1,1,
1,M43657,2023-05-07,not available,48889.44,,,B041,ok,ok,,IN,LOW,,,x,,,
,M81190,,40055.06,40055.06,,,B056,missing doc,missing doc,,Y23,INC-5562,,,,,,
,M87528,2023-05-17,16376.69,(16376.69),,,B036,duplicate,duplicate,,IN,,1,x,,,,
,M94717,21/05/2023,34951.98362081643,34779.75,junkflag,,B108,duplicate,duplicate,,IN,INC-1418,,,,,,1
--- HEADER REPEATED BELOW (PAGINATION) ---,,,,,,,,,,,,,,,,,,
Unnamed: 0,beneficiary_id#,Loss Date,paid_val,PAID_VAL,,,batch_identifier,COMMS (v2),_Internal_Comment__,,year_added_2023, new_col_202305 ,Unnamed: 0,mystery_2023_05_50,mystery_2023_05_63,mystery_2023_05_95,mystery_2023_05_96,mystery_2023_05_85
,M72887,2023-05-06,41916.39,41916.39,,,B110,missing doc,missing doc,,IN,,,,,,x,
,M53342,2023-05-01,47031.50852166178,(46851.78),,,,,ok,,,INC-6471,,,,x,1,
,M13575,2023-05-13,not available,506.2172342860649,,,B054,missing doc,missing doc,,IN,INC-2249,1,,,,1,
,M87218,2023-05-06,,43066.64,,junkflag,B115,,,,,LOW,,,,,1,
,m-15959,2023-05-05,"45,083.22",(45083.22),,,B076,ok,ok,,Y23,INC-1064,,,1,,,
,M84376,32/13/2023,31301.91,31301.91,,,B032,,,,Y23,INC-8932,,,x,,,1
,M70545,32/13/2023,36779.32,36779.32,,,B096,ok,ok,,IN,INC-4416,,,,,,1
,m-12634,2023-05-01 00:00:00,22305.35601659777,(22127.17),,,B115,ok,ok,,,,,,,,,1
,M15433,May-25-23,24959.05,24959.05,junkflag,,B112,,,,Y23,HIGH,,,,,,1
1,M93445,32/13/2023,12763.73,"12,701.52",,,B075,,duplicate,,Y23,,1,x,,,x,
,M54407,2023-05-24,33505.94,not available,,,B031,missing doc,missing doc,junkflag,,,,1,1,1,,x
,M12227,2023-05-11,21200.553228145294,21004.94,junkflag,,B092,,,,Y23,,,,1,,,
,M19884,May-19-23,8659.06,8811.149179699447,,,,ok,ok,,Y23,,1,x,,,1,
x,M28166,2023-05-24,(10390.06),,,,,مرفوض,مرفوض,,IN,,x,1,,,,x
,M67983,32/13/2023,12712.54,12551.67614988631,,,B106,,missing doc,,Y23,MED,,,1,1,,
,M71728,04 May 2023,(4647.89),4639.936275553959,,,B008,ok,ok,,,INC-4050,,,,,1,1
,M89881,08/05/2023,48401.529571252584,48471.29,junkflag,,B001,ok,ok,,Y23,HIGH,1,,,,1,
x,M28432,15/05/2023,,40069.9,,,B031,missing doc,missing doc,,IN,HIGH,,,,1,,
,M67827,20/05/2023,33822.82,,,,B114,ok,ok,,Y23,,,,1,,,
,M24624,2023-05-25,6488.434167183069,not available,,,,missing doc,missing doc,,,MED,,,,,,1
,M12064,May-07-23,7771.04,7771.04,,,B113,,,,Y23,,x,x,1,,,x
x,M36192,2023-05-04,576.5773865384309,,,,,ok,ok,,,INC-3281,,,,,,
1,M53749,25 May 2023,,9404.18,,,B040,missing doc,missing doc,,Y23,MED,,1,1,1,,
,M52583,2023-05-27 00:00:00,33735.33,"33,621.96",,,B003,,,,Y23,INC-7495,,1,,,,x
,M52124,18 May 2023,(3141.78),"3,141.78",,,,ok,ok,,,,1,x,,,1,1
x,M19216,17/05/2023,12815.05,,,,B096,,,,Y23,LOW,1,,,,,
1,M87642,14 May 2023,48611.17,48611.17,,,,,,,Y23,MED,,1,,,1,
x,M37507,32/13/2023,3966.17,(3966.17),junkflag,,B012,ok,,,IN,INC-2402,,,,,,1
,M15441,2023-05-05 00:00:00,"37,178.75",37178.75,,,B043,ok,ok,,,LOW,1,,,,,1
,M84120,05 May 2023,10784.79,10946.357218037505,,,B033,,,,IN,HIGH,,,,,,
,M61671,23/05/2023,not available,(44197.40),,,B017,,,,Y23,,,,x,,,1
,M81992,2023-05-24,46481.00559884837,"46,524.65",,,,,??,,IN,MED,,,,1,,
,M59355,16 May 2023,12797.5,12797.5,,,B064,,ok,,,,,,,,x,1
,M44530,07/05/2023,(12169.14),not available,,,B078,duplicate,duplicate,junkflag,IN,HIGH,,x,,,,
,M14894,19/05/2023,48383.81,48266.41232410713,,,B094,ok,ok,,Y23,INC-9725,1,1,1,,,
,M35952,May-01-23,26093.82,,,,B104,missing doc,missing doc,,Y23,INC-4963,,,,x,,
,M51063,,"48,386.89",48386.89,,,B047,missing doc,missing doc,,,,,,1,x,,1
,M34754,32/13/2023,,37700.05,,,B018,ok,ok,,IN,,,,1,1,,1
,M74536,05/05/2023,1197.59,1172.8244313398352,,,B090,missing doc,missing doc,,,LOW,1,,,,,
,M62703,01 May 2023,,3297.58,,,B013,missing doc,missing doc,,Y23,INC-8669,1,,x,,,
,M24339,May-18-23,not available,49346.22,,junkflag,B086,مرفوض,مرفوض,,Y23,,,1,,,,
,M59869,2023-05-13,1425.82635196362,1487.9533554775096,,,B114,ok,ok,,,INC-8969,1,,,,,
1,M39815,2023-05-06,34088.10419231331,,,,B067,ok,ok,,,,,x,,,,
,M62509,02/05/2023,39451.96,39451.96,,,B055,duplicate,duplicate,,Y23,LOW,1,,1,,1,
1,M39349,0000-00-00,8856.817774973862,8658.97,,,,,ok,,IN,MED,,,1,,1,
,M14882,32/13/2023,29799.06,29799.06,,,B086,,,,IN,INC-9680,,,,x,,
,M64070,2023-05-05 00:00:00,"5,643.01",(5595.26),,,B047,duplicate,duplicate,,IN,,,,1,1,,
,M80654,2023-05-22,5333.02,5333.02,,junkflag,B001,missing doc,missing doc,,,INC-5445,,1,1,,,
,M94350,May-04-23,17654.84,17654.84,,,,duplicate,duplicate,,IN,INC-8667,,,,,,1
,M12309,24 May 2023,,4212.32,junkflag,,,,,,,,,,,,,
1,m-23873,2023-05-26 00:00:00,12005.34,11807.02660360671,,,,duplicate,duplicate,,,,x,1,1,,,
,,2023-05-17 00:00:00,(46043.12),(46047.65),junkflag,,B065,ok,ok,,Y23,INC-9033,,,x,1,,1
,M48866,May-21-23,44022.00479226426,43766.98091751432,,,,missing doc,missing doc,,Y23,INC-3773,,,1,1,,1
1,M76430,2023-05-09 00:00:00,"1,730.50",1803.51,,,B061,missing doc,missing doc,,IN,LOW,1,,x,,,
,M33068,2023-05-01,25892.05,(25892.05),,,B043,مرفوض,مرفوض,,IN,,,,,,1,
,M80858,11 May 2023,10392.75,,,,B092,duplicate,duplicate,,Y23,MED,,,,,,1
,M80506,14/05/2023,32165.82712342772,32241.85,,,B058,,,,Y23,,,1,1,,,
,m-9187,32/13/2023,,22924.44,,,B017,??,,,IN,,,1,x,,,
,,2023-05-27,39926.70904529568,40111.89,,,,ok,ok,,,INC-9440,,1,,,1,1
,M12050,May-21-23,43896.61,43896.61,,,,missing doc,,,IN,,,,,1,1,1
1,M20421,06/05/2023,31190.948952756506,31206.48,,,B070,,,,Y23,,1,,,,,
x,M60383,03/05/2023,15999.42,15999.42,,,B083,missing doc,missing doc,,IN,,,x,x,,,
,M79964,May-10-23,19085.075885780665,19055.95,,,B051,missing doc,missing doc,,IN,LOW,,,,,1,1
1,M21795,2023-05-10,not available,,,,,,ok,,Y23,INC-2575,,,,,,
,M61485,13/05/2023,5057.35,4985.292487331956,,,B112,??,??,,Y23,,,,,x,,
,M85065,0000-00-00,"32,416.89",32416.89,,,B082,,,,Y23,,,,,x,,
1,M97692,13/05/2023,"3,809.08",3809.08,,,B064,مرفوض,مرفوض,,Y23,,,,x,,1,
,M34276,2023-05-08,38375.01148006404,38442.23,junkflag,,,,missing doc,,IN,,1,1,,,1,
,M30970,0000-00-00,,21708.27,,,B030,,ok,,IN,INC-2894,,,1,,,
,M12613,12/05/2023,"12,862.37",12936.9,,,,,,,,LOW,,,,,,
,M99272,May-06-23,,,,,,مرفوض,مرفوض,,Y23,HIGH,x,,1,,,
,M96595,2023-05-08 00:00:00,,not available,,junkflag,,ok,,,,INC-2356,1,,1,,,
1,M99721,2023-05-05,14616.70935148499,14700.36,,,B073,,,,Y23,,,,x,,,
,M19500,2023-05-09 00:00:00,not available,"17,414.95",,,,missing doc,missing doc,,,,1,,1,,,1
,M46090,2023-05-02 00:00:00,"20,952.96",(20922.87),,,B052,missing doc,missing doc,,Y23,,,,,,,
,M86075,2023-05-24,23429.82,23248.67638951231,,,B107,ok,ok,,IN,,1,,,,x,
,M32153,24/05/2023,24963.5,not available,,,B092,duplicate,duplicate,,Y23,INC-4776,,,,,,
,M52247,2023-05-05,12072.04,not available,,,,مرفوض,مرفوض,,,INC-8944,,,1,,,
1,M46847,18/05/2023,,47278.18,,,B058,ok,ok,junkflag,Y23,MED,,,,,,
,m-1055,12 May 2023,16427.9,16264.59476357942,,,B014,duplicate,,junkflag,,INC-5377,,,1,,x,
,M88899,2023-05-03,not available,(48190.99),,,,missing doc,missing doc,,,,,,,,,x
,M79228,2023-05-05,17452.39,17452.39,,,,ok,,,Y23,,,,1,,,
1,,16/05/2023,"13,905.07",13905.07,,,B096,missing doc,,junkflag,Y23,,,,x,1,1,
,M39174,32/13/2023,(43955.30),43918.27036798417,,,B119,ok,ok,,Y23,INC-5415,,,,,1,
1,m-93202,03/05/2023,19641.62,19462.45326261192,junkflag,,B023,duplicate,,,,INC-4465,,,,x,1,
x,M96131,2023-05-09 00:00:00,31360.15,31360.15,,junkflag,B010,??,??,,IN,LOW,,1,,,x,
x,M47238,16 May 2023,49328.64,,junkflag,,B004,missing doc,missing doc,,Y23,INC-7550,,,1,,,
,M88576,14/05/2023,"42,667.53",42670.48651672834,,,,مرفوض,مرفوض,,Y23,HIGH,,,,1,1,1
,M47992,2023-05-19 00:00:00,28875.56,28875.56,,,B007,ok,ok,,,INC-1563,,,,,,1
1,M29789,28/05/2023,"44,742.12",44742.12,,junkflag,B117,ok,ok,,,,,,,x,,
,M53380,17/05/2023,31539.67,31539.67,,,,,,,,,1,x,,,,x
,M55673,05 May 2023,37094.79618177492,37245.89,,junkflag,B038,missing doc,missing doc,,Y23,INC-9117,1,,1,1,,
1,M74912,2023-05-24,30190.414965771583,30219.5,,,B048,,,,Y23,,x,1,1,x,,x
1,M57701,May-20-23,15542.01,,,,B025,,,,Y23,INC-6070,,1,x,1,,
,M73006,24/05/2023,45696.01,,,,B088,,,,IN,,,,,1,,
,,22/05/2023,17635.072703159673,17440.87761104291,,,B109,مرفوض,مرفوض,,,HIGH,,1,,,,
,m-12432,24/05/2023,30814.02,30814.02,,,B073,ok,ok,,Y23,,,,1,1,,
,M78927,2023-05-28,,5062.81,,,B090,missing doc,missing doc,,Y23,HIGH,,,,1,x,
,M21053,27/05/2023,46765.19,,,,B095,,,,IN,INC-5946,,1,,1,,
,M56213,32/13/2023,,(46635.90),,,B036,ok,,,Y23,INC-2026,,,,,,
,M55027,20/05/2023,"36,327.62",36327.62,,,B015,,,,Y23,,,x,1,,,
,M78054,May-25-23,not available,37982.57,,,B037,duplicate,duplicate,,IN,LOW,,,,,x,
,M73561,2023-05-20 00:00:00,28236.321726954775,not available,,junkflag,B096,,,,,,1,,,x,1,
,M63877,2023-05-19,35515.58,35515.58,,,B002,ok,ok,junkflag,IN,,,,x,,,
,M26343,13/05/2023,40925.1,(40925.10),,,B085,,,,IN,LOW,,,,1,,1
,M53758,2023-05-22,40015.98,"40,015.98",,,B035,??,??,,IN,,,x,,,,
,m-13616,32/13/2023,"28,267.05",28267.05,,,B063,missing doc,missing doc,,,INC-3743,1,,x,,,
1,M99144,May-10-23,"2,220.49",2220.49,,,B083,ok,ok,,Y23,MED,,x,,1,,
,M63781,2023-05-27,5480.049777932447,5415.5,,,B031,duplicate,duplicate,junkflag,Y23,,x,,,,,x
,M53075,2023-05-20 00:00:00,(37213.29),37213.29,,,B056,ok,ok,,,INC-4454,,,,1,,
